"FILE_ID","FILE_NAME","LOCATION","ELAPSED_TIME","SPECIES","DIFFICULTY_LEVEL","updated_by","updated_on","created_by","created_on"
61,"0918",Kachemak Bay,10,"412","1",aws_user,2015-05-12 15:35:17.837,aws_user,2015-05-12 15:35:17.837
62,"0922",Kachemak Bay,5,"412","2",aws_user,2015-05-12 15:35:17.853,aws_user,2015-05-12 15:35:17.853
63,"1046",Kachemak Bay,5,"605","2",aws_user,2015-05-12 15:35:17.853,aws_user,2015-05-12 15:35:17.853
64,"1062",Kachemak Bay,5,"406","2",aws_user,2015-05-12 15:35:17.870,aws_user,2015-05-12 15:35:17.870
65,"1116",Kachemak Bay,10,"407","1",aws_user,2015-05-12 15:35:17.883,aws_user,2015-05-12 15:35:17.883
66,"1124",King Eider,5,"402","2",aws_user,2015-05-12 15:35:17.883,aws_user,2015-05-12 15:35:17.883
67,"1176",King Eider,10,"402","1",aws_user,2015-05-12 15:35:17.900,aws_user,2015-05-12 15:35:17.900
68,"1179",King Eider,5,"402","2",aws_user,2015-05-12 15:35:17.900,aws_user,2015-05-12 15:35:17.900
69,"1215",King Eider,10,"402","1",aws_user,2015-05-12 15:35:17.917,aws_user,2015-05-12 15:35:17.917
70,"1246",Maine,5,"212","2",aws_user,2015-05-12 15:35:17.930,aws_user,2015-05-12 15:35:17.930
71,"1254",Maine,10,"212","1",aws_user,2015-05-12 15:35:17.930,aws_user,2015-05-12 15:35:17.930
72,"1273",Maine,10,"414","1",aws_user,2015-05-12 15:35:17.947,aws_user,2015-05-12 15:35:17.947
73,"1280",Maine,5,"304","2",aws_user,2015-05-12 15:35:17.963,aws_user,2015-05-12 15:35:17.963
74,"1290",Maine,5,"304","2",aws_user,2015-05-12 15:35:17.963,aws_user,2015-05-12 15:35:17.963
75,"1308",Maine,10,"304","1",aws_user,2015-05-12 15:35:17.977,aws_user,2015-05-12 15:35:17.977
76,"1316",Maine,5,"414","2",aws_user,2015-05-12 15:35:17.993,aws_user,2015-05-12 15:35:17.993
77,"1317",Maine,5,"414","2",aws_user,2015-05-12 15:35:18.010,aws_user,2015-05-12 15:35:18.010
78,"1338",Maine,10,"203","1",aws_user,2015-05-12 15:35:18.010,aws_user,2015-05-12 15:35:18.010
79,"1344",Maine,5,"203","2",aws_user,2015-05-12 15:35:18.023,aws_user,2015-05-12 15:35:18.023
80,"1353",Maine,5,"203","2",aws_user,2015-05-12 15:35:18.040,aws_user,2015-05-12 15:35:18.040
81,"1371",Maine,10,"203","1",aws_user,2015-05-12 15:35:18.040,aws_user,2015-05-12 15:35:18.040
82,"1467",Maine,5,"422","2",aws_user,2015-05-12 15:35:18.057,aws_user,2015-05-12 15:35:18.057
83,"1491",Maine,5,"601","2",aws_user,2015-05-12 15:35:18.070,aws_user,2015-05-12 15:35:18.070
84,"1505",Maine,10,"601","1",aws_user,2015-05-12 15:35:18.070,aws_user,2015-05-12 15:35:18.070
85,"1506",Maine,5,"205","2",aws_user,2015-05-12 15:35:18.103,aws_user,2015-05-12 15:35:18.103
86,"1527",Maine,10,"205","1",aws_user,2015-05-12 15:35:18.120,aws_user,2015-05-12 15:35:18.120
87,"1534",Maine,5,"205","2",aws_user,2015-05-12 15:35:18.150,aws_user,2015-05-12 15:35:18.150
88,"1554",Maine,10,"414","1",aws_user,2015-05-12 15:35:18.167,aws_user,2015-05-12 15:35:18.167
89,"1572",Maine,10,"401","1",aws_user,2015-05-12 15:35:18.167,aws_user,2015-05-12 15:35:18.167
90,"1576",Maine,5,"401","2",aws_user,2015-05-12 15:35:18.180,aws_user,2015-05-12 15:35:18.180
91,"1599",Maine,10,"401","1",aws_user,2015-05-12 15:35:18.197,aws_user,2015-05-12 15:35:18.197
92,"1624",Maine,10,"203","1",aws_user,2015-05-12 15:35:18.213,aws_user,2015-05-12 15:35:18.213
93,"1629",Maine,5,"203","2",aws_user,2015-05-12 15:35:18.213,aws_user,2015-05-12 15:35:18.213
94,"1676",South Dakota,10,"201","1",aws_user,2015-05-12 15:35:18.227,aws_user,2015-05-12 15:35:18.227
95,"1680",South Dakota,5,"305","2",aws_user,2015-05-12 15:35:18.243,aws_user,2015-05-12 15:35:18.243
96,"1688",South Dakota,10,"206","1",aws_user,2015-05-12 15:35:18.243,aws_user,2015-05-12 15:35:18.243
97,"1690",South Dakota,5,"206","2",aws_user,2015-05-12 15:35:18.260,aws_user,2015-05-12 15:35:18.260
98,"1695",South Dakota,10,"206","1",aws_user,2015-05-12 15:35:18.273,aws_user,2015-05-12 15:35:18.273
99,"1706",South Dakota,10,"305","1",aws_user,2015-05-12 15:35:18.273,aws_user,2015-05-12 15:35:18.273
100,"1719",South Dakota,10,"305","1",aws_user,2015-05-12 15:35:18.290,aws_user,2015-05-12 15:35:18.290
101,"1729",South Dakota,10,"212","1",aws_user,2015-05-12 15:35:18.307,aws_user,2015-05-12 15:35:18.307
102,"1738",South Dakota,5,"201","2",aws_user,2015-05-12 15:35:18.307,aws_user,2015-05-12 15:35:18.307
103,"1746",South Dakota,10,"701","1",aws_user,2015-05-12 15:35:18.320,aws_user,2015-05-12 15:35:18.320
104,"1757",South Dakota,5,"206","2",aws_user,2015-05-12 15:35:18.337,aws_user,2015-05-12 15:35:18.337
105,"1764",South Dakota,10,"209","1",aws_user,2015-05-12 15:35:18.337,aws_user,2015-05-12 15:35:18.337
106,"1771",South Dakota,10,"209","1",aws_user,2015-05-12 15:35:18.353,aws_user,2015-05-12 15:35:18.353
107,"1775",South Dakota,5,"209","2",aws_user,2015-05-12 15:35:18.370,aws_user,2015-05-12 15:35:18.370
108,"1781",South Dakota,5,"102","2",aws_user,2015-05-12 15:35:18.383,aws_user,2015-05-12 15:35:18.383
109,"1783",South Dakota,10,"102","1",aws_user,2015-05-12 15:35:18.383,aws_user,2015-05-12 15:35:18.383
110,"1806",South Dakota,10,"101","1",aws_user,2015-05-12 15:35:18.417,aws_user,2015-05-12 15:35:18.417
111,"1813",South Dakota,5,"101","2",aws_user,2015-05-12 15:35:18.430,aws_user,2015-05-12 15:35:18.430
112,"1847",South Dakota,10,"303","1",aws_user,2015-05-12 15:35:18.447,aws_user,2015-05-12 15:35:18.447
