"FILE_ID","FILE_NAME","LOCATION","ELAPSED_TIME","SPECIES","DIFFICULTY_LEVEL","updated_by","updated_on","created_by","created_on"
113,"1860",South Dakota,10,"211","1",aws_user,2015-05-12 15:35:18.463,aws_user,2015-05-12 15:35:18.463
114,"1863",South Dakota,10,"211","1",aws_user,2015-05-12 15:35:18.477,aws_user,2015-05-12 15:35:18.477
115,"1872",South Dakota,5,"211","2",aws_user,2015-05-12 15:35:18.477,aws_user,2015-05-12 15:35:18.477
116,"1882",South Dakota,5,"102","2",aws_user,2015-05-12 15:35:18.493,aws_user,2015-05-12 15:35:18.493
117,"1896",South Dakota,10,"307","1",aws_user,2015-05-12 15:35:18.510,aws_user,2015-05-12 15:35:18.510
118,"1900",South Dakota,5,"307","2",aws_user,2015-05-12 15:35:18.510,aws_user,2015-05-12 15:35:18.510
119,"1904",South Dakota,5,"204","2",aws_user,2015-05-12 15:35:18.523,aws_user,2015-05-12 15:35:18.523
120,"1915",South Dakota,10,"204","1",aws_user,2015-05-12 15:35:18.540,aws_user,2015-05-12 15:35:18.540
121,"1926",South Dakota,5,"204","2",aws_user,2015-05-12 15:35:18.540,aws_user,2015-05-12 15:35:18.540
122,"1942",South Dakota,10,"306","1",aws_user,2015-05-12 15:35:18.557,aws_user,2015-05-12 15:35:18.557
123,"1974",South Dakota,10,"303","1",aws_user,2015-05-12 15:35:18.570,aws_user,2015-05-12 15:35:18.570
124,"1998",South Dakota,5,"303","2",aws_user,2015-05-12 15:35:18.587,aws_user,2015-05-12 15:35:18.587
125,"2006",South Dakota,5,"307","2",aws_user,2015-05-12 15:35:18.603,aws_user,2015-05-12 15:35:18.603
126,"2024",South Dakota,5,"204","2",aws_user,2015-05-12 15:35:18.603,aws_user,2015-05-12 15:35:18.603
127,"2034",South Dakota,10,"210","1",aws_user,2015-05-12 15:35:18.620,aws_user,2015-05-12 15:35:18.620
128,"2039",South Dakota,5,"210","2",aws_user,2015-05-12 15:35:18.633,aws_user,2015-05-12 15:35:18.633
129,"2060",South Dakota,10,"306","1",aws_user,2015-05-12 15:35:18.633,aws_user,2015-05-12 15:35:18.633
130,"2083",South Dakota,5,"304","2",aws_user,2015-05-12 15:35:18.650,aws_user,2015-05-12 15:35:18.650
131,"2098",South Dakota,10,"304","1",aws_user,2015-05-12 15:35:18.650,aws_user,2015-05-12 15:35:18.650
132,"2116",South Dakota,5,"205","2",aws_user,2015-05-12 15:35:18.667,aws_user,2015-05-12 15:35:18.667
133,"2138",South Dakota,10,"205","1",aws_user,2015-05-12 15:35:18.680,aws_user,2015-05-12 15:35:18.680
134,"2145",South Dakota,5,"701","2",aws_user,2015-05-12 15:35:18.697,aws_user,2015-05-12 15:35:18.697
135,"2164",South Dakota,5,"201","2",aws_user,2015-05-12 15:35:18.697,aws_user,2015-05-12 15:35:18.697
136,"2200",South Dakota,5,"210","2",aws_user,2015-05-12 15:35:18.713,aws_user,2015-05-12 15:35:18.713
137,"2226",South Dakota,5,"305","2",aws_user,2015-05-12 15:35:18.727,aws_user,2015-05-12 15:35:18.727
138,"2244",South Dakota,5,"212","2",aws_user,2015-05-12 15:35:18.743,aws_user,2015-05-12 15:35:18.743
139,"2270",South Dakota,10,"306","1",aws_user,2015-05-12 15:35:18.743,aws_user,2015-05-12 15:35:18.743
140,"2297",South Dakota,5,"205","2",aws_user,2015-05-12 15:35:18.760,aws_user,2015-05-12 15:35:18.760
141,"2326",South Dakota,5,"303","2",aws_user,2015-05-12 15:35:18.760,aws_user,2015-05-12 15:35:18.760
142,"2337",South Dakota,10,"307","1",aws_user,2015-05-12 15:35:18.773,aws_user,2015-05-12 15:35:18.773
143,"2349",South Dakota,5,"204","2",aws_user,2015-05-12 15:35:18.790,aws_user,2015-05-12 15:35:18.790
144,"2402",South Dakota,5,"706","2",aws_user,2015-05-12 15:35:18.790,aws_user,2015-05-12 15:35:18.790
145,"2429",Stellers Eider DVD,5,"404","2",aws_user,2015-05-12 15:35:18.807,aws_user,2015-05-12 15:35:18.807
146,"2439",Stellers Eider DVD,10,"404","1",aws_user,2015-05-12 15:35:18.820,aws_user,2015-05-12 15:35:18.820
147,"2450",Stellers Eider DVD,10,"404","1",aws_user,2015-05-12 15:35:18.820,aws_user,2015-05-12 15:35:18.820
148,"2467",Stellers Eider DVD,5,"404","2",aws_user,2015-05-12 15:35:18.837,aws_user,2015-05-12 15:35:18.837
149,"2483",Washington,10,"209","1",aws_user,2015-05-12 15:35:18.853,aws_user,2015-05-12 15:35:18.853
150,"2487",Washington,10,"207","1",aws_user,2015-05-12 15:35:18.870,aws_user,2015-05-12 15:35:18.870
151,"2524",Washington,5,"209","2",aws_user,2015-05-12 15:35:18.870,aws_user,2015-05-12 15:35:18.870
152,"2531",Washington,5,"207","2",aws_user,2015-05-12 15:35:18.883,aws_user,2015-05-12 15:35:18.883
153,"2539",Washington,5,"214","2",aws_user,2015-05-12 15:35:18.883,aws_user,2015-05-12 15:35:18.883
154,"2573",Washington,10,"207","1",aws_user,2015-05-12 15:35:18.900,aws_user,2015-05-12 15:35:18.900
155,"2598",Yukon Delta,5,"106","2",aws_user,2015-05-12 15:35:18.917,aws_user,2015-05-12 15:35:18.917
156,"2614",Yukon Delta,10,"106","1",aws_user,2015-05-12 15:35:18.930,aws_user,2015-05-12 15:35:18.930
159,"2646",Yukon Delta,5,"110","2",aws_user,2015-05-12 15:35:18.930,aws_user,2015-05-12 15:35:18.930
160,"2647",Yukon Delta,10,"110","1",aws_user,2015-05-12 15:35:18.947,aws_user,2015-05-12 15:35:18.947
179,"3115",Yukon Delta,10,"602","1",aws_user,2015-05-12 15:35:18.963,aws_user,2015-05-12 15:35:18.963
180,"2636",,10,"406","1",aws_user,2015-09-01 18:22:19.910,aws_user,2015-09-01 18:22:19.910
181,"2642",,10,"406","1",aws_user,2015-09-01 18:22:19.940,aws_user,2015-09-01 18:22:19.940
182,"2664",,10,"106","1",aws_user,2015-09-01 18:22:19.970,aws_user,2015-09-01 18:22:19.970
183,"2681",,5,"406","2",aws_user,2015-09-01 18:22:19.997,aws_user,2015-09-01 18:22:19.997
184,"2702",,10,"110","1",aws_user,2015-09-01 18:22:20.027,aws_user,2015-09-01 18:22:20.027
185,"2737",,10,"103","1",aws_user,2015-09-01 18:22:20.057,aws_user,2015-09-01 18:22:20.057
186,"2784",,10,"102","1",aws_user,2015-09-01 18:22:20.083,aws_user,2015-09-01 18:22:20.083
187,"2807",,5,"102","2",aws_user,2015-09-01 18:22:20.113,aws_user,2015-09-01 18:22:20.113
188,"2878",,5,"103","2",aws_user,2015-09-01 18:22:20.140,aws_user,2015-09-01 18:22:20.140
189,"2922",,10,"105","1",aws_user,2015-09-01 18:22:20.173,aws_user,2015-09-01 18:22:20.173
190,"2942",,10,"105","1",aws_user,2015-09-01 18:22:20.207,aws_user,2015-09-01 18:22:20.207
191,"2953",,10,"403","1",aws_user,2015-09-01 18:22:20.237,aws_user,2015-09-01 18:22:20.237
192,"2980",,10,"403","1",aws_user,2015-09-01 18:22:20.267,aws_user,2015-09-01 18:22:20.267
193,"3001",,5,"403","2",aws_user,2015-09-01 18:22:20.300,aws_user,2015-09-01 18:22:20.300
194,"3013",,10,"603","1",aws_user,2015-09-01 18:22:20.333,aws_user,2015-09-01 18:22:20.333
195,"3018",,5,"603","2",aws_user,2015-09-01 18:22:20.367,aws_user,2015-09-01 18:22:20.367
196,"3025",,10,"104","1",aws_user,2015-09-01 18:22:20.397,aws_user,2015-09-01 18:22:20.397
197,"3034",,5,"104","2",aws_user,2015-09-01 18:22:20.430,aws_user,2015-09-01 18:22:20.430
198,"3040",,10,"401","1",aws_user,2015-09-01 18:22:20.460,aws_user,2015-09-01 18:22:20.460
199,"3057",,5,"401","2",aws_user,2015-09-01 18:22:20.490,aws_user,2015-09-01 18:22:20.490
200,"3140",,10,"602","1",aws_user,2015-09-01 18:22:20.523,aws_user,2015-09-01 18:22:20.523
201,"3155",,10,"104","1",aws_user,2015-09-01 18:22:20.603,aws_user,2015-09-01 18:22:20.603
202,"3204",,5,"410","2",aws_user,2015-09-01 18:22:20.630,aws_user,2015-09-01 18:22:20.630
203,"3212",,10,"410","1",aws_user,2015-09-01 18:22:20.660,aws_user,2015-09-01 18:22:20.660
204,"3283",,5,"403","2",aws_user,2015-09-01 18:22:20.683,aws_user,2015-09-01 18:22:20.683
205,"3296",,5,"401","2",aws_user,2015-09-01 18:22:20.710,aws_user,2015-09-01 18:22:20.710
206,"3329",,5,"715","2",aws_user,2015-09-01 18:22:20.733,aws_user,2015-09-01 18:22:20.733
207,"3368",,10,"410","1",aws_user,2015-09-01 18:22:20.760,aws_user,2015-09-01 18:22:20.760
208,"3524",,5,"303","2",aws_user,2015-09-01 18:22:20.783,aws_user,2015-09-01 18:22:20.783
209,"3535",,10,"406","1",aws_user,2015-09-01 18:22:20.817,aws_user,2015-09-01 18:22:20.817
210,"0007",,5,"202","2",aws_user,2015-09-01 18:22:20.850,aws_user,2015-09-01 18:22:20.850
211,"0009",,5,"202","2",aws_user,2015-09-01 18:22:20.883,aws_user,2015-09-01 18:22:20.883
212,"0031",,10,"501","1",aws_user,2015-09-01 18:22:20.917,aws_user,2015-09-01 18:22:20.917
213,"0046",,10,"501","1",aws_user,2015-09-01 18:22:20.957,aws_user,2015-09-01 18:22:20.957
214,"0052",,5,"501","2",aws_user,2015-09-01 18:22:20.990,aws_user,2015-09-01 18:22:20.990
215,"0065",,10,"502","1",aws_user,2015-09-01 18:22:21.033,aws_user,2015-09-01 18:22:21.033
216,"0067",,5,"502","2",aws_user,2015-09-01 18:22:21.063,aws_user,2015-09-01 18:22:21.063
217,"0070",,5,"502","2",aws_user,2015-09-01 18:22:21.097,aws_user,2015-09-01 18:22:21.097
218,"0078",,10,"202","1",aws_user,2015-09-01 18:22:21.133,aws_user,2015-09-01 18:22:21.133
219,"0097",,10,"502","1",aws_user,2015-09-01 18:22:21.163,aws_user,2015-09-01 18:22:21.163
220,"0105",,5,"202","2",aws_user,2015-09-01 18:22:21.193,aws_user,2015-09-01 18:22:21.193
221,"0109",,5,"202","2",aws_user,2015-09-01 18:22:21.223,aws_user,2015-09-01 18:22:21.223
222,"0121",,5,"202","2",aws_user,2015-09-01 18:22:21.253,aws_user,2015-09-01 18:22:21.253
223,"0133",,10,"202","1",aws_user,2015-09-01 18:22:21.283,aws_user,2015-09-01 18:22:21.283
224,"0134",,5,"202","2",aws_user,2015-09-01 18:22:21.313,aws_user,2015-09-01 18:22:21.313
225,"0145",,5,"502","2",aws_user,2015-09-01 18:22:21.350,aws_user,2015-09-01 18:22:21.350
226,"0148",,10,"502","1",aws_user,2015-09-01 18:22:21.383,aws_user,2015-09-01 18:22:21.383
227,"0152",,10,"502","1",aws_user,2015-09-01 18:22:21.417,aws_user,2015-09-01 18:22:21.417
228,"0160",,10,"502","1",aws_user,2015-09-01 18:22:21.450,aws_user,2015-09-01 18:22:21.450
229,"0162",,5,"502","2",aws_user,2015-09-01 18:22:21.483,aws_user,2015-09-01 18:22:21.483
230,"0167",,5,"502","2",aws_user,2015-09-01 18:22:21.517,aws_user,2015-09-01 18:22:21.517
231,"0169",,10,"502","1",aws_user,2015-09-01 18:22:21.547,aws_user,2015-09-01 18:22:21.547
232,"0176",,5,"202","2",aws_user,2015-09-01 18:22:21.577,aws_user,2015-09-01 18:22:21.577
233,"0181",,5,"202","2",aws_user,2015-09-01 18:22:21.670,aws_user,2015-09-01 18:22:21.670
234,"0182",,10,"502","1",aws_user,2015-09-01 18:22:21.703,aws_user,2015-09-01 18:22:21.703
235,"0186",,5,"502","2",aws_user,2015-09-01 18:22:21.737,aws_user,2015-09-01 18:22:21.737
236,"0197",,10,"502","1",aws_user,2015-09-01 18:22:21.767,aws_user,2015-09-01 18:22:21.767
237,"0199",,10,"502","1",aws_user,2015-09-01 18:22:21.797,aws_user,2015-09-01 18:22:21.797
238,"0204",,10,"202","1",aws_user,2015-09-01 18:22:21.830,aws_user,2015-09-01 18:22:21.830
239,"0207",,5,"202","2",aws_user,2015-09-01 18:22:21.860,aws_user,2015-09-01 18:22:21.860
240,"0217",,10,"202","1",aws_user,2015-09-01 18:22:21.893,aws_user,2015-09-01 18:22:21.893
241,"0228",,5,"501","2",aws_user,2015-09-01 18:22:21.930,aws_user,2015-09-01 18:22:21.930
242,"0231",,5,"501","2",aws_user,2015-09-01 18:22:21.967,aws_user,2015-09-01 18:22:21.967
243,"0234",,5,"501","2",aws_user,2015-09-01 18:22:21.997,aws_user,2015-09-01 18:22:21.997
244,"0240",,5,"501","2",aws_user,2015-09-01 18:22:22.030,aws_user,2015-09-01 18:22:22.030
245,"0243",,5,"501","2",aws_user,2015-09-01 18:22:22.060,aws_user,2015-09-01 18:22:22.060
246,"0246",,5,"501","2",aws_user,2015-09-01 18:22:22.090,aws_user,2015-09-01 18:22:22.090
247,"0252",,10,"501","1",aws_user,2015-09-01 18:22:22.123,aws_user,2015-09-01 18:22:22.123
248,"0258",,5,"501","2",aws_user,2015-09-01 18:22:22.157,aws_user,2015-09-01 18:22:22.157
249,"0262",,5,"501","2",aws_user,2015-09-01 18:22:22.187,aws_user,2015-09-01 18:22:22.187
250,"0266",,5,"501","2",aws_user,2015-09-01 18:22:22.220,aws_user,2015-09-01 18:22:22.220
251,"0273",,5,"501","2",aws_user,2015-09-01 18:22:22.250,aws_user,2015-09-01 18:22:22.250
252,"0278",,5,"501","2",aws_user,2015-09-01 18:22:22.283,aws_user,2015-09-01 18:22:22.283
253,"0289",,5,"502","2",aws_user,2015-09-01 18:22:22.313,aws_user,2015-09-01 18:22:22.313
254,"0300",,10,"202","1",aws_user,2015-09-01 18:22:22.347,aws_user,2015-09-01 18:22:22.347
255,"0301",,5,"202","2",aws_user,2015-09-01 18:22:22.383,aws_user,2015-09-01 18:22:22.383
256,"0314",,5,"422","2",aws_user,2015-09-01 18:22:22.413,aws_user,2015-09-01 18:22:22.413
257,"0318",,10,"417","1",aws_user,2015-09-01 18:22:22.447,aws_user,2015-09-01 18:22:22.447
258,"0319",,10,"417","1",aws_user,2015-09-01 18:22:22.477,aws_user,2015-09-01 18:22:22.477
259,"0320",,10,"422","1",aws_user,2015-09-01 18:22:22.510,aws_user,2015-09-01 18:22:22.510
260,"0321",,10,"412","1",aws_user,2015-09-01 18:22:22.543,aws_user,2015-09-01 18:22:22.543
261,"0325",,10,"408","1",aws_user,2015-09-01 18:22:22.570,aws_user,2015-09-01 18:22:22.570
262,"0330",,10,"411","1",aws_user,2015-09-01 18:22:22.603,aws_user,2015-09-01 18:22:22.603
263,"0339",,5,"201","2",aws_user,2015-09-01 18:22:22.637,aws_user,2015-09-01 18:22:22.637
264,"0340",,10,"201","1",aws_user,2015-09-01 18:22:22.730,aws_user,2015-09-01 18:22:22.730
265,"0342",,5,"201","2",aws_user,2015-09-01 18:22:22.757,aws_user,2015-09-01 18:22:22.757
266,"0349",,5,"422","2",aws_user,2015-09-01 18:22:22.780,aws_user,2015-09-01 18:22:22.780
267,"0356",,10,"417","1",aws_user,2015-09-01 18:22:22.803,aws_user,2015-09-01 18:22:22.803
268,"0358",,10,"417","1",aws_user,2015-09-01 18:22:22.830,aws_user,2015-09-01 18:22:22.830
269,"0361",,10,"422","1",aws_user,2015-09-01 18:22:22.853,aws_user,2015-09-01 18:22:22.853
270,"0369",,5,"408","2",aws_user,2015-09-01 18:22:22.877,aws_user,2015-09-01 18:22:22.877
271,"0371",,5,"408","2",aws_user,2015-09-01 18:22:22.903,aws_user,2015-09-01 18:22:22.903
272,"0373",,5,"408","2",aws_user,2015-09-01 18:22:22.930,aws_user,2015-09-01 18:22:22.930
273,"0377",,10,"408","1",aws_user,2015-09-01 18:22:22.953,aws_user,2015-09-01 18:22:22.953
274,"0384",,10,"413","1",aws_user,2015-09-01 18:22:22.977,aws_user,2015-09-01 18:22:22.977
275,"0392",,5,"407","2",aws_user,2015-09-01 18:22:23.000,aws_user,2015-09-01 18:22:23.000
276,"0395",,10,"407","1",aws_user,2015-09-01 18:22:23.027,aws_user,2015-09-01 18:22:23.027
277,"0409",,5,"408","2",aws_user,2015-09-01 18:22:23.050,aws_user,2015-09-01 18:22:23.050
278,"0416",,5,"408","2",aws_user,2015-09-01 18:22:23.077,aws_user,2015-09-01 18:22:23.077
279,"0418",,5,"419","2",aws_user,2015-09-01 18:22:23.103,aws_user,2015-09-01 18:22:23.103
280,"0420",,5,"419","2",aws_user,2015-09-01 18:22:23.130,aws_user,2015-09-01 18:22:23.130
281,"0421",,10,"419","1",aws_user,2015-09-01 18:22:23.157,aws_user,2015-09-01 18:22:23.157
282,"0428",,10,"419","1",aws_user,2015-09-01 18:22:23.180,aws_user,2015-09-01 18:22:23.180
283,"0429",,10,"419","1",aws_user,2015-09-01 18:22:23.203,aws_user,2015-09-01 18:22:23.203
284,"0437",,10,"201","1",aws_user,2015-09-01 18:22:23.227,aws_user,2015-09-01 18:22:23.227
285,"0438",,5,"201","2",aws_user,2015-09-01 18:22:23.253,aws_user,2015-09-01 18:22:23.253
286,"0446",,5,"201","2",aws_user,2015-09-01 18:22:23.277,aws_user,2015-09-01 18:22:23.277
287,"0448",,5,"201","2",aws_user,2015-09-01 18:22:23.303,aws_user,2015-09-01 18:22:23.303
288,"0449",,10,"201","1",aws_user,2015-09-01 18:22:23.327,aws_user,2015-09-01 18:22:23.327
289,"0450",,10,"201","1",aws_user,2015-09-01 18:22:23.350,aws_user,2015-09-01 18:22:23.350
290,"0455",,10,"201","1",aws_user,2015-09-01 18:22:23.377,aws_user,2015-09-01 18:22:23.377
291,"0469",,10,"417","1",aws_user,2015-09-01 18:22:23.420,aws_user,2015-09-01 18:22:23.420
292,"0480",,5,"308","2",aws_user,2015-09-01 18:22:23.447,aws_user,2015-09-01 18:22:23.447
293,"0500",,10,"419","1",aws_user,2015-09-01 18:22:23.470,aws_user,2015-09-01 18:22:23.470
294,"0509",,5,"210","2",aws_user,2015-09-01 18:22:23.493,aws_user,2015-09-01 18:22:23.493
295,"0515",,10,"210","1",aws_user,2015-09-01 18:22:23.520,aws_user,2015-09-01 18:22:23.520
296,"0518",,5,"204","2",aws_user,2015-09-01 18:22:23.543,aws_user,2015-09-01 18:22:23.543
297,"0519",,5,"204","2",aws_user,2015-09-01 18:22:23.567,aws_user,2015-09-01 18:22:23.567
298,"0520",,5,"204","2",aws_user,2015-09-01 18:22:23.590,aws_user,2015-09-01 18:22:23.590
299,"0521",,5,"204","2",aws_user,2015-09-01 18:22:23.613,aws_user,2015-09-01 18:22:23.613
300,"0522",,10,"204","1",aws_user,2015-09-01 18:22:23.640,aws_user,2015-09-01 18:22:23.640
301,"0524",,5,"711","2",aws_user,2015-09-01 18:22:23.663,aws_user,2015-09-01 18:22:23.663
302,"0525",,5,"711","2",aws_user,2015-09-01 18:22:23.687,aws_user,2015-09-01 18:22:23.687
303,"0533",,5,"712","2",aws_user,2015-09-01 18:22:23.750,aws_user,2015-09-01 18:22:23.750
304,"0547",,10,"712","1",aws_user,2015-09-01 18:22:23.773,aws_user,2015-09-01 18:22:23.773
305,"0550",,5,"712","2",aws_user,2015-09-01 18:22:23.800,aws_user,2015-09-01 18:22:23.800
306,"0554",,5,"411","2",aws_user,2015-09-01 18:22:23.827,aws_user,2015-09-01 18:22:23.827
307,"0556",,10,"417","1",aws_user,2015-09-01 18:22:23.850,aws_user,2015-09-01 18:22:23.850
308,"0558",,5,"417","2",aws_user,2015-09-01 18:22:23.877,aws_user,2015-09-01 18:22:23.877
309,"0570",,5,"406","2",aws_user,2015-09-01 18:22:23.900,aws_user,2015-09-01 18:22:23.900
310,"0576",,5,"409","2",aws_user,2015-09-01 18:22:23.930,aws_user,2015-09-01 18:22:23.930
311,"0578",,10,"410","1",aws_user,2015-09-01 18:22:23.953,aws_user,2015-09-01 18:22:23.953
312,"0588",,5,"407","2",aws_user,2015-09-01 18:22:23.980,aws_user,2015-09-01 18:22:23.980
313,"0589",,5,"407","2",aws_user,2015-09-01 18:22:24.003,aws_user,2015-09-01 18:22:24.003
314,"0592",,10,"410","1",aws_user,2015-09-01 18:22:24.030,aws_user,2015-09-01 18:22:24.030
315,"0606",,5,"201","2",aws_user,2015-09-01 18:22:24.057,aws_user,2015-09-01 18:22:24.057
316,"0610",,5,"303","2",aws_user,2015-09-01 18:22:24.080,aws_user,2015-09-01 18:22:24.080
317,"0624",,10,"303","1",aws_user,2015-09-01 18:22:24.103,aws_user,2015-09-01 18:22:24.103
318,"0626",,5,"303","2",aws_user,2015-09-01 18:22:24.130,aws_user,2015-09-01 18:22:24.130
319,"0632",,5,"421","2",aws_user,2015-09-01 18:22:24.150,aws_user,2015-09-01 18:22:24.150
320,"0634",,10,"413","1",aws_user,2015-09-01 18:22:24.177,aws_user,2015-09-01 18:22:24.177
321,"0636",,5,"421","2",aws_user,2015-09-01 18:22:24.200,aws_user,2015-09-01 18:22:24.200
322,"0637",,5,"421","2",aws_user,2015-09-01 18:22:24.230,aws_user,2015-09-01 18:22:24.230
323,"0638",,5,"421","2",aws_user,2015-09-01 18:22:24.253,aws_user,2015-09-01 18:22:24.253
324,"0639",,5,"421","2",aws_user,2015-09-01 18:22:24.277,aws_user,2015-09-01 18:22:24.277
325,"0641",,5,"413","2",aws_user,2015-09-01 18:22:24.300,aws_user,2015-09-01 18:22:24.300
326,"0642",,5,"413","2",aws_user,2015-09-01 18:22:24.327,aws_user,2015-09-01 18:22:24.327
327,"0643",,10,"413","1",aws_user,2015-09-01 18:22:24.350,aws_user,2015-09-01 18:22:24.350
328,"0644",,10,"413","1",aws_user,2015-09-01 18:22:24.373,aws_user,2015-09-01 18:22:24.373
329,"0645",,5,"413","2",aws_user,2015-09-01 18:22:24.400,aws_user,2015-09-01 18:22:24.400
330,"0646",,5,"413","2",aws_user,2015-09-01 18:22:24.427,aws_user,2015-09-01 18:22:24.427
331,"0647",,5,"413","2",aws_user,2015-09-01 18:22:24.450,aws_user,2015-09-01 18:22:24.450
332,"0648",,5,"413","2",aws_user,2015-09-01 18:22:24.473,aws_user,2015-09-01 18:22:24.473
333,"0649",,5,"413","2",aws_user,2015-09-01 18:22:24.497,aws_user,2015-09-01 18:22:24.497
334,"0650",,5,"421","2",aws_user,2015-09-01 18:22:24.520,aws_user,2015-09-01 18:22:24.520
335,"0651",,10,"413","1",aws_user,2015-09-01 18:22:24.547,aws_user,2015-09-01 18:22:24.547
336,"0652",,10,"413","1",aws_user,2015-09-01 18:22:24.570,aws_user,2015-09-01 18:22:24.570
337,"0656",,5,"409","2",aws_user,2015-09-01 18:22:24.593,aws_user,2015-09-01 18:22:24.593
338,"0658",,5,"406","2",aws_user,2015-09-01 18:22:24.620,aws_user,2015-09-01 18:22:24.620
339,"0660",,10,"406","1",aws_user,2015-09-01 18:22:24.647,aws_user,2015-09-01 18:22:24.647
340,"0661",,10,"406","1",aws_user,2015-09-01 18:22:24.670,aws_user,2015-09-01 18:22:24.670
341,"0663",,10,"406","1",aws_user,2015-09-01 18:22:24.693,aws_user,2015-09-01 18:22:24.693
342,"0664",,5,"406","2",aws_user,2015-09-01 18:22:24.720,aws_user,2015-09-01 18:22:24.720
343,"0682",,10,"406","1",aws_user,2015-09-01 18:22:24.743,aws_user,2015-09-01 18:22:24.743
344,"0685",,10,"408","1",aws_user,2015-09-01 18:22:24.770,aws_user,2015-09-01 18:22:24.770
345,"0686",,10,"408","1",aws_user,2015-09-01 18:22:24.793,aws_user,2015-09-01 18:22:24.793
346,"0687",,5,"408","2",aws_user,2015-09-01 18:22:24.817,aws_user,2015-09-01 18:22:24.817
347,"0689",,5,"408","2",aws_user,2015-09-01 18:22:24.843,aws_user,2015-09-01 18:22:24.843
348,"0704",,5,"407","2",aws_user,2015-09-01 18:22:24.867,aws_user,2015-09-01 18:22:24.867
349,"0706",,10,"303","1",aws_user,2015-09-01 18:22:24.890,aws_user,2015-09-01 18:22:24.890
350,"0710",,5,"407","2",aws_user,2015-09-01 18:22:24.917,aws_user,2015-09-01 18:22:24.917
351,"0713",,5,"407","2",aws_user,2015-09-01 18:22:24.940,aws_user,2015-09-01 18:22:24.940
352,"0714",,5,"201","2",aws_user,2015-09-01 18:22:24.963,aws_user,2015-09-01 18:22:24.963
353,"0716",,5,"201","2",aws_user,2015-09-01 18:22:24.987,aws_user,2015-09-01 18:22:24.987
354,"0721",,5,"211","2",aws_user,2015-09-01 18:22:25.010,aws_user,2015-09-01 18:22:25.010
355,"0724",,5,"211","2",aws_user,2015-09-01 18:22:25.037,aws_user,2015-09-01 18:22:25.037
356,"0728",,5,"211","2",aws_user,2015-09-01 18:22:25.060,aws_user,2015-09-01 18:22:25.060
357,"0735",,5,"210","2",aws_user,2015-09-01 18:22:25.087,aws_user,2015-09-01 18:22:25.087
358,"0738",,5,"210","2",aws_user,2015-09-01 18:22:25.110,aws_user,2015-09-01 18:22:25.110
359,"0752",,10,"419","1",aws_user,2015-09-01 18:22:25.133,aws_user,2015-09-01 18:22:25.133
360,"0762",,10,"419","1",aws_user,2015-09-01 18:22:25.157,aws_user,2015-09-01 18:22:25.157
361,"0764",,10,"419","1",aws_user,2015-09-01 18:22:25.180,aws_user,2015-09-01 18:22:25.180
362,"0778",,5,"210","2",aws_user,2015-09-01 18:22:25.203,aws_user,2015-09-01 18:22:25.203
363,"0786",,5,"210","2",aws_user,2015-09-01 18:22:25.230,aws_user,2015-09-01 18:22:25.230
364,"0790",,5,"210","2",aws_user,2015-09-01 18:22:25.257,aws_user,2015-09-01 18:22:25.257
365,"0793",,5,"210","2",aws_user,2015-09-01 18:22:25.283,aws_user,2015-09-01 18:22:25.283
366,"0794",,10,"210","1",aws_user,2015-09-01 18:22:25.307,aws_user,2015-09-01 18:22:25.307
367,"0798",,5,"210","2",aws_user,2015-09-01 18:22:25.330,aws_user,2015-09-01 18:22:25.330
368,"0803",,10,"211","1",aws_user,2015-09-01 18:22:25.357,aws_user,2015-09-01 18:22:25.357
369,"0814",,10,"211","1",aws_user,2015-09-01 18:22:25.380,aws_user,2015-09-01 18:22:25.380
370,"0815",,10,"211","1",aws_user,2015-09-01 18:22:25.407,aws_user,2015-09-01 18:22:25.407
371,"0817",,10,"422","1",aws_user,2015-09-01 18:22:25.430,aws_user,2015-09-01 18:22:25.430
372,"0819",,5,"422","2",aws_user,2015-09-01 18:22:25.457,aws_user,2015-09-01 18:22:25.457
373,"0823",,5,"419","2",aws_user,2015-09-01 18:22:25.480,aws_user,2015-09-01 18:22:25.480
374,"0824",,5,"419","2",aws_user,2015-09-01 18:22:25.510,aws_user,2015-09-01 18:22:25.510
375,"0825",,5,"419","2",aws_user,2015-09-01 18:22:25.533,aws_user,2015-09-01 18:22:25.533
376,"0827",,10,"419","1",aws_user,2015-09-01 18:22:25.560,aws_user,2015-09-01 18:22:25.560
377,"0828",,10,"419","1",aws_user,2015-09-01 18:22:25.587,aws_user,2015-09-01 18:22:25.587
378,"0839",,5,"419","2",aws_user,2015-09-01 18:22:25.610,aws_user,2015-09-01 18:22:25.610
379,"0841",,10,"419","1",aws_user,2015-09-01 18:22:25.633,aws_user,2015-09-01 18:22:25.633
380,"0842",,5,"419","2",aws_user,2015-09-01 18:22:25.660,aws_user,2015-09-01 18:22:25.660
381,"0846",,10,"419","1",aws_user,2015-09-01 18:22:25.693,aws_user,2015-09-01 18:22:25.693
382,"0848",,10,"419","1",aws_user,2015-09-01 18:22:25.720,aws_user,2015-09-01 18:22:25.720
383,"0850",,10,"419","1",aws_user,2015-09-01 18:22:25.743,aws_user,2015-09-01 18:22:25.743
384,"0860",,10,"407","1",aws_user,2015-09-01 18:22:25.770,aws_user,2015-09-01 18:22:25.770
385,"0865",,5,"719","2",aws_user,2015-09-01 18:22:25.793,aws_user,2015-09-01 18:22:25.793
