"MLog","RescueDate","RescuePerDay","Gear","GearDesc","EntLoc","CreateBy","CreateDate","UpdateBy","UpdateDate"
1334,2011-09-14 00:00:00.000,1,CrFl,"The crab trap line was tightly wrapped twice around the left flipper while the actual trap was dragging below, and a red and white buoy attached to the line floating above. ",left flipper,arhoads,2011-10-07 10:39:02.340,D,2011-10-07 10:39:02.340
1336,2011-10-15 00:00:00.000,1,Rope,rope attached to board caught in notch of fluke,Notch in fluke,dszemer,2011-10-25 10:50:53.290,D,2011-10-25 10:50:53.290
1354,2011-02-17 00:00:00.000,1,Mono,"",in tail mutilation,dszemer,2012-02-01 13:48:22.130,D,2012-02-01 13:48:22.130
1358,2011-10-02 00:00:00.000,1,CrFl,non-commercial trap,right flipper,dszemer,2012-02-02 10:11:49.053,D,2012-02-02 10:11:49.053
1359,2011-12-30 00:00:00.000,1,CrFl,"",right flipper,dszemer,2012-02-02 10:29:13.277,D,2012-02-02 10:29:13.277
1372,2012-03-01 00:00:00.000,1,CrFl,White styrofoam float with white and blue cotton braided rope attached.  Piece of rebar (reinforcing bar) also attached.,"right and left pectoral flipper, running over the dorsal side ",vedmonds,2012-03-01 19:24:20.743,dszemer,2013-04-12 12:29:23.703
1373,2012-01-30 00:00:00.000,1,CrFl,Active crab trap with float line.,Wrapped around his body,jkleen,2012-03-02 09:10:40.520,D,2012-03-02 09:10:40.520
1380,2012-03-06 00:00:00.000,1,CrFl,"It was a green crab trap and a white float ball, with no markings on it.",Right flipper,crush,2012-03-12 10:28:29.360,D,2012-03-12 10:28:29.360
1381,2012-01-24 00:00:00.000,1,Rope,Dock line that was attached to the dock.,flipper,jcassady,2012-03-13 16:40:51.307,D,2012-03-13 16:40:51.307
1387,2012-02-06 00:00:00.000,1,Fl,"Float attached to a long rope, no trap sighted, but not verified if present or not.  Based on mobility and length of rope, assumed there was not a trap.",Unknown-poss. left flipper,dszemer,2012-03-30 10:18:44.210,D,2012-03-30 10:18:44.210
1389,2012-04-16 00:00:00.000,1,CrFl,"Line wrapped 3 times around flipper.
VHI-1862A  Tag #142  FWCC 2011-2012; Float#:V3750; Color: Red/White;	Line Type: braided polypropylene
",right flipper,dszemer,2012-04-19 09:53:46.630,D,2012-04-19 09:53:46.630
1403,2012-05-29 00:00:00.000,1,Oth,cast net,around whole body,dszemer,2012-06-12 11:36:03.813,D,2012-06-12 11:36:03.813
1404,2012-06-08 00:00:00.000,1,Fl,White braided rope with a piece of poly rope attached to white square float (no numbers. Also had some monofilament ,"Rope & monfilament wrapped around right pect, rope around left pect also",bwagoner,2012-06-19 10:00:32.687,D,2012-06-19 10:00:32.687
1404,2012-06-08 00:00:00.000,1,Mono,Steel leader monofilament,Wrapped around right pect,bwagoner,2012-06-19 10:02:09.923,D,2012-06-19 10:02:09.923
1405,2012-06-14 00:00:00.000,1,Rope,Anchor line,right flipper,dszemer,2012-06-21 10:48:20.403,D,2012-06-21 10:48:20.403
1406,2012-06-10 00:00:00.000,1,Rope,light brown nylon rope,around body behind flippers,aspellman,2012-06-26 16:05:08.780,D,2012-06-26 16:05:08.780
1407,2012-05-22 00:00:00.000,1,Rope,"",right flipper,aspellman,2012-06-27 14:43:58.523,D,2012-06-27 14:43:58.523
1422,2012-09-21 00:00:00.000,1,CrFl,"Four tight wraps around flipper.
License #: VHI -8912, Tag# 050  2012-2013, Float#:  V8912",right flipper,dszemer,2012-11-05 09:06:59.830,D,2012-11-05 09:06:59.830
1426,2012-11-07 00:00:00.000,1,CrFl,standard trap with blue and white float VH-7473,left flipper,aspellman,2012-11-20 10:25:10.410,D,2012-11-20 10:25:10.410
1428,2012-09-09 00:00:00.000,1,Oth,tomato cage,around body,aspellman,2012-11-20 10:30:39.990,D,2012-11-20 10:30:39.990
1430,2012-08-12 00:00:00.000,1,Fl,black polyprop line,right flipper,aspellman,2012-11-20 10:39:25.583,D,2012-11-20 10:39:25.583
1431,2012-06-12 00:00:00.000,1,Mono,"",left flipper,aspellman,2012-11-20 10:45:01.217,D,2012-11-20 10:45:01.217
1438,2012-11-02 00:00:00.000,1,CrFl,"flipper surface was red and raw, line was embedded in skin.",left flipper,dszemer,2013-02-05 09:39:02.327,dszemer,2013-02-05 09:43:41.300
1438,2012-11-13 00:00:00.000,1,Fl,left flipper amputated with the humerus exposed; biceps necrotic but still attached; shoulder joint visible,left flipper,dszemer,2013-02-05 10:03:03.360,nadimey,2013-02-13 09:50:19.787
1444,2013-01-09 00:00:00.000,1,Mono,birds nest of monofilament,healed notch in tail,crush,2013-01-29 10:42:43.223,dszemer,2013-05-13 12:54:22.047
1453,2012-08-08 00:00:00.000,1,Mono,Three strands of monofilament wrapped around right flipper. The line had not penetrated the surface of the skin. ,Right flipper,dszemer,2013-02-14 11:49:43.480,D,2013-02-14 11:49:43.480
1454,2012-09-29 00:00:00.000,1,Mono,"mass of monofilament line with an attached bobber, slightly embedded ",right flipper,dszemer,2013-02-14 11:59:18.377,D,2013-02-14 11:59:18.377
1455,2012-10-08 00:00:00.000,1,CrFl,Float # X-26422; two complete loose wraps just cranial to the pectorals and one wrap around left pectoral.,around body and left flipper,dszemer,2013-02-14 12:16:58.987,D,2013-02-14 12:16:58.987
1463,2012-12-01 00:00:00.000,1,Rope,"One-half inch, three strand twisted yellow nylon line looped once around the left pectoral  against the flipper insertion",left flipper,dszemer,2013-02-19 11:40:07.943,D,2013-02-19 11:40:07.943
1483,2013-04-13 00:00:00.000,1,CrFl,"Float#:  V2822, Color:  Red with Yellow Stripe",right flipper,dszemer,2013-04-16 09:52:36.843,D,2013-04-16 09:52:36.843
1484,2013-04-15 00:00:00.000,1,CrFl,"Float#: none, Color: White with black stripe, Line Type: Polypropylene",left flipper and around head,dszemer,2013-04-16 10:00:29.233,D,2013-04-16 10:00:29.233
1487,2013-04-28 00:00:00.000,1,CrFl,"Float was blue and pink, No number (name and address), nylon rope",loosely wrapped around right flipper,dszemer,2013-05-08 10:38:59.010,D,2013-05-08 10:38:59.010
1506,2013-09-07 00:00:00.000,1,Mono,monofilament entanglement appeared to be embedded in both flippers and connected around the back of the head,Both flippers and across the head,dszemer,2014-01-27 12:28:25.257,D,2014-01-27 12:28:25.257
1527,2013-08-07 00:00:00.000,1,CrFl,"Float #: VH1-122, blue and red float.",left flipper,dszemer,2014-01-22 12:58:17.877,D,2014-01-22 12:58:17.877
1537,2013-04-28 00:00:00.000,1,Crab,"white, unmarkded, approsimately 8"" buoy with several feet of white twisted nylon rope tightly wrapped twice around flipper",left flipper,dszemer,2014-01-24 14:13:02.433,D,2014-01-24 14:13:02.433
1538,2013-05-12 00:00:00.000,1,Fl,grey to black 1 inch line,left pectoral flipper,dszemer,2014-01-27 09:22:24.097,D,2014-01-27 09:22:24.097
1540,2013-10-24 00:00:00.000,1,Fl,"Peach colored float, VHI 579, black 0.5cm diameter polypro line. (second float and line attached to first entanglement-faded peach colored, V579)
",mid body,dszemer,2014-01-27 10:45:33.733,D,2014-01-27 10:45:33.733
1545,2013-07-23 00:00:00.000,1,Rope,Polyprop/ Nylon line,"Citizen rescue, location unknown.",rcimino,2014-01-28 07:39:32.550,jvalade,2014-02-28 06:59:11.427
1546,2013-08-03 00:00:00.000,1,Net,red and white net/ monofilament ,wrapped around right or left pectoral flipper,rcimino,2014-01-28 07:45:06.810,D,2014-01-28 07:45:06.810
1547,2013-10-28 00:00:00.000,1,CrFl,"Float # V8312
Color: Orange, blue, white
Line Type: White double-braided syntheic sinking rope #8 Osprey (1/4"")",Looped once around the left pectoral flipper,rcimino,2014-01-28 07:49:35.020,D,2014-01-28 07:49:35.020
1554,2013-12-27 00:00:00.000,1,CrFl,"",left pectoral flipper,vedmonds,2014-01-30 15:25:35.507,D,2014-01-30 15:25:35.507
1560,2014-02-03 00:00:00.000,1,Rope,yellow dock rope with large branch entangled into it,left flipper,lconnor,2014-02-13 13:37:37.810,D,2014-02-13 13:37:37.810
1562,2014-02-04 00:00:00.000,1,CrFl,"",right pectoral flipper,vedmonds,2014-02-14 08:32:14.757,D,2014-02-14 08:32:14.757
1568,2013-01-11 00:00:00.000,1,FH,"Hook with 12"" of fishinf linw",Left side close to tail,jvalade,2014-02-27 10:13:36.757,D,2014-02-27 10:13:36.757
1569,2013-03-11 00:00:00.000,1,FH,Green lure,Stuck in side of mouth,jvalade,2014-02-27 12:00:03.860,D,2014-02-27 12:00:03.860
1571,2013-03-31 00:00:00.000,1,FH,"Partial fish hook, weights, line, and swivel.",Mouth.,jvalade,2014-02-27 13:37:56.260,D,2014-02-27 13:37:56.260
1576,2013-12-13 00:00:00.000,1,Mono,Spider Pro monofilament.,In mouth and around left flipper.,jvalade,2014-02-28 08:55:50.560,D,2014-02-28 08:55:50.560
1581,2014-02-09 00:00:00.000,1,FH,fishing lure with three trebel hooks with bundle of fishing line,right side mouth,dszemer,2014-03-17 09:03:42.120,dszemer,2014-03-17 09:04:36.670
1584,2014-03-03 00:00:00.000,1,Mono,Thin monofilament on both pectoral flippers,Both pectoral flippers,lconnor,2014-03-12 14:21:58.950,D,2014-03-12 14:21:58.950
1587,1995-01-25 00:00:00.000,1,FH,fish hook embedded in manatee tail,tail,dszemer,2014-04-04 09:27:35.903,D,2014-04-04 09:27:35.903
1600,2014-08-26 00:00:00.000,1,Fl,Red and white buoy with the number V95 and a heart shape,left and right pectoral flipper,vedmonds,2014-09-24 08:54:59.703,D,2014-09-24 08:54:59.703
1666,2023-03-24 00:00:00.000,1,CrFl,"",Left pec,cmiller,2023-03-27 06:45:55.433,D,2023-03-27 06:45:55.433
1686,2014-03-07 00:00:00.000,1,CrFl,"monofilament also entangled around pot line, trap, and around flippers",both flippers and around body,dszemer,2015-10-08 08:47:08.743,dszemer,2015-10-09 07:32:03.637
1690,2014-04-05 00:00:00.000,1,CrFl,"",one wrap around body and two around left flipper,dszemer,2015-10-09 08:19:49.720,D,2015-10-09 08:19:49.720
1692,2014-05-07 00:00:00.000,1,Rope,"",mid-body,dszemer,2015-10-09 11:29:17.543,D,2015-10-09 11:29:17.543
1697,2014-06-28 00:00:00.000,1,CrFl,braided rope,left flipper,dszemer,2015-12-10 09:29:32.677,D,2015-12-10 09:29:32.677
1702,2015-12-19 00:00:00.000,1,CrFl,Unmarked white float. Wooded slat trap with a round opening on the top.,left flipper,aspellman,2015-12-29 08:15:57.467,D,2015-12-29 08:15:57.467
1704,2015-02-01 00:00:00.000,1,FH,and monofilament,"""Dragging behind manatee""",jkleen,2016-01-08 15:04:53.460,D,2016-01-08 15:04:53.460
1713,2014-11-10 00:00:00.000,1,CrFl,"white float, #V-4693?(can't read), nylon rope",right flipper,dszemer,2016-01-29 09:13:51.763,D,2016-01-29 09:13:51.763
1714,2014-12-01 00:00:00.000,1,CrFl,"white & orange, #V2868, twisted 0.25"" rope, single wrap
",peduncle,dszemer,2016-01-29 09:54:50.743,D,2016-01-29 09:54:50.743
1731,2015-01-13 00:00:00.000,1,Mono,yellow braided line with green bobber,undetermined,dszemer,2016-03-17 12:54:12.297,D,2016-03-17 12:54:12.297
1732,2015-03-09 00:00:00.000,1,Oth,"crab trap float, line, & rebar; nylon ropes; mono & wire leaders, lead egg sinkers & swivels, braded fishing line, broken hook,unwound, women's ribbon hat.",right flipper through radius/ulna,dszemer,2016-03-17 13:35:10.350,dszemer,2016-03-17 13:35:56.320
1733,2015-03-18 00:00:00.000,1,CrFl,orange/white pot with nylon rope,right flipper,dszemer,2016-03-17 13:52:38.853,D,2016-03-17 13:52:38.853
1734,2015-04-11 00:00:00.000,1,Mono,monofilament was embedded in both flippers & tied them together,both flippers ,dszemer,2016-03-17 14:00:57.473,D,2016-03-17 14:00:57.473
1734,2016-05-09 00:00:00.000,1,Mono,"",around both pectoral flippers,dszemer,2016-05-23 12:21:49.863,D,2016-05-23 12:21:49.863
1736,2015-05-09 00:00:00.000,1,CrFl,"White & red polypropylene line deeply embedded in flipper.
Right flipper missing.",left flipper,dszemer,2016-03-17 14:14:26.480,D,2016-03-17 14:14:26.480
1742,2015-10-28 00:00:00.000,1,CrFl,"Buoy: white with brown specks, V9582, nylon rope","twice around left flipper, across chest, & under right axilla",dszemer,2016-03-18 08:18:16.427,D,2016-03-18 08:18:16.427
1746,2015-01-20 00:00:00.000,1,Fl,"white float, 1/4 inch white, braided nylon ",left flipper,dszemer,2016-03-18 10:06:13.297,D,2016-03-18 10:06:13.297
1748,2015-04-24 00:00:00.000,1,CrFl,"Red float, VH1-6023, 1/4"" 3 strand poly-nylon rope",right flipper & around body,dszemer,2016-03-18 10:46:51.820,D,2016-03-18 10:46:51.820
1749,2015-12-28 00:00:00.000,1,Rope,red dock line,"unverified, left flipper",dszemer,2016-03-18 14:14:03.323,D,2016-03-18 14:14:03.323
1756,2015-10-14 00:00:00.000,1,CrFl,"White float, VH1 4321, white cotton line
Multiple crab trap lines involved
Yellow buoy, V497 entangled around above lines, removed on scene by complainant on 12 October",left flipper,dszemer,2016-03-22 07:20:44.337,D,2016-03-22 07:20:44.337
1764,2015-12-25 00:00:00.000,1,CrFl,"recreational, tan pot, 0.5 inch black nylon rope",around head & left flipper,dszemer,2016-04-06 11:30:34.463,D,2016-04-06 11:30:34.463
1767,2016-01-30 00:00:00.000,1,Ing,fish hook removed from throat,throat,dszemer,2016-04-18 08:53:37.727,D,2016-04-18 08:53:37.727
1780,2016-01-07 00:00:00.000,1,Ing,"14 cm of monofilament line trailing from right side of mouth",mouth,dszemer,2016-05-18 09:20:57.383,D,2016-05-18 09:20:57.383
1782,2016-05-18 00:00:00.000,1,CrFl,"",Right Pectoral flipper,bgreer,2016-05-19 07:36:23.903,D,2016-05-19 07:36:23.903
1784,2016-03-14 00:00:00.000,1,Rope,yellow nylon rope attached to something underwater,peduncle,dszemer,2016-05-20 08:06:23.820,D,2016-05-20 08:06:23.820
1786,2016-04-04 00:00:00.000,1,CrFl,"Float white and black, V1246, black polypropylene rope",right flipper,dszemer,2016-05-20 12:02:49.317,D,2016-05-20 12:02:49.317
1788,2016-04-22 00:00:00.000,1,CrFl,"Red & White float, V9, 1/4 inch line. Believed to be double line wrap around tail with ~3 ft of twisted line. ",tail,dszemer,2016-05-23 10:03:27.253,D,2016-05-23 10:03:27.253
1789,2016-05-06 00:00:00.000,1,CrFl,"Black float, polypropylene line, ""pinfish"" trap, line wrapped twice around flipper",right flipper,dszemer,2016-05-23 12:09:09.343,D,2016-05-23 12:09:09.343
1793,2016-04-17 00:00:00.000,1,CrFl,"white float, V3821, 0.25 inch black nylon rope with monofilament entanglement on trap",left flipper,dszemer,2016-05-24 10:59:19.527,D,2016-05-24 10:59:19.527
1805,2018-09-26 00:00:00.000,1,Ing,"monofilament, plastic, sponges in colon",colon,dszemer,2019-07-29 13:15:08.730,D,2019-07-29 13:15:08.730
1810,2016-06-22 00:00:00.000,1,CrFl,Homemade crab trap and line that was tied to mangrove roots. ,Mid body,bgreer,2016-07-28 09:18:15.167,D,2016-07-28 09:18:15.167
1815,2016-06-09 00:00:00.000,1,CrFl,"Two crab traps were involved: line from one trap wrapped once around flipper, second trap line entangled around first trap line",left flipper,dszemer,2016-08-29 06:56:38.500,D,2016-08-29 06:56:38.500
1819,2016-08-08 00:00:00.000,1,Fl,line wrapped around manatee and appeared to be snagged on pier,right flipper and neck,dszemer,2016-08-29 07:43:48.003,D,2016-08-29 07:43:48.003
1836,2016-08-25 00:00:00.000,1,CrFl,"Float, line, and rebar were recovered.  The manatee was not dragging the crab pot. ",Around left pectoral flipper,dboyd,2016-10-06 09:08:07.320,D,2016-10-06 09:08:07.320
1844,2016-07-18 00:00:00.000,1,Rope,"two loops of black braided line around fluke, which was connected to several loops around the left flipper",fluke & left flipper,dszemer,2016-11-02 07:55:13.193,D,2016-11-02 07:55:13.193
1863,2017-01-05 00:00:00.000,1,CrFl,Blue crab trap with nylon line and a blue/cream buoy.,Left pectoral flipper,dboyd,2017-01-06 09:56:35.267,D,2017-01-06 09:56:35.267
1881,2017-02-18 00:00:00.000,1,CrFl,"chronic entanglement of nylon line, floats, several pieces of monofilament line with metal hooks, weights, plastic floats, string, cable ties, & blue sponge-like material beneath blue crab trap line.",left flipper,dszemer,2017-07-28 13:57:23.163,D,2017-07-28 13:57:23.163
1882,2017-02-12 00:00:00.000,1,CrFl,"Dependent manatee calf with double line wrap from commercial blue crab trap wrapped around left pectoral flipper. The float # was VHI8995 and it was white. The line type was 1/4"" poly/cotton line white with red strand and black core. ",Left pectoral flipper ,dboyd,2017-02-26 08:07:08.260,D,2017-02-26 08:07:08.260
1898,2017-02-26 00:00:00.000,1,Mono,"around both flippers and connecting the two together (""hog tied"")",both flippers,ahowell,2017-03-13 12:16:34.300,D,2017-03-13 12:16:34.300
1899,2016-10-06 00:00:00.000,1,Net,cast net attached to the end of the 11ft green rope,right flipper,ahowell,2017-03-13 12:22:31.527,D,2017-03-13 12:22:31.527
1899,2016-10-06 00:00:00.000,1,Rope,"11ft green rope secured to dock and around manatee's right flipper",right flipper,ahowell,2017-03-13 12:22:10.303,D,2017-03-13 12:22:10.303
1900,2016-12-14 00:00:00.000,1,Mono,monofilament line embedded in right flipper with 1 foot of trailing line,right flipper,ahowell,2017-03-13 12:26:01.167,dszemer,2017-07-05 12:36:59.880
1906,2017-04-06 00:00:00.000,1,Rope,"Dependent manatee calf with double line wrap of 3/8” blue braided nylon around left pectoral flipper. Only part of the gear was collected. Unknown if the nylon was attached to a pot or other fishing gear, since it was not recovered. ",Left Pectoral Flipper,dboyd,2017-04-09 08:25:03.093,D,2017-04-09 08:25:03.093
1912,2017-04-20 00:00:00.000,1,CrFl,"Green blue crab pot, with white with black fleck nylon line, and a pink bouy",Around raised fluke mutilation ,dboyd,2017-04-26 13:55:09.543,D,2017-04-26 13:55:09.543
1914,2017-04-22 00:00:00.000,1,CrFl,"Active crab trap, line and buoy. Buoy marked ""V675"". Trap Id : FWC0329.",Right flipper,bgreer,2017-05-01 06:41:35.987,D,2017-05-01 06:41:35.987
1918,2017-05-18 00:00:00.000,1,Rope,Anchor line,Right flipper and body,bgreer,2017-05-19 06:57:33.393,D,2017-05-19 06:57:33.393
1927,2017-06-01 00:00:00.000,1,CrFl,"Pot weighed 5.34 lbs., line was polypropylene and one buoy was present. Per crabber, gear had been set in location where manatee was rescued. ",right pectoral flipper ,ngordon,2017-06-20 09:45:17.427,D,2017-06-20 09:45:17.427
1934,2017-01-31 00:00:00.000,1,FH,"hook w/green rubber worm lure partially embedded in manatee’s skin, small raised and erupted skin lesion about 2 cm diameter and 1 cm height where the hook entered the skin. Hook removed with pliers.",right of mid-line on dorsal posterior trunk,dszemer,2017-07-24 14:17:25.937,D,2017-07-24 14:17:25.937
1942,2017-08-12 00:00:00.000,1,Rope,Crab trap buoy and line; unknown if carb trap attached.,Left flipper,bgreer,2017-08-21 07:08:22.413,D,2017-08-21 07:08:22.413
1963,2017-11-09 00:00:00.000,1,CrFl,"line wrapped twice around body, cutting into dermis (primary)",twice around body,jpeterson,2017-11-16 10:23:23.663,dszemer,2017-12-29 13:39:38.480
1963,2017-11-09 00:00:00.000,1,Mono,one wrap of monofilament around base of right flipper (secondary),base of right flipper,dszemer,2017-12-29 13:38:41.033,dszemer,2017-12-29 13:39:47.843
1979,2017-12-12 00:00:00.000,1,Oth,Poly rope attached to a bait bucket,Right flipper,bgreer,2017-12-13 11:38:45.433,D,2017-12-13 11:38:45.433
1989,2018-01-08 00:00:00.000,1,Oth,"two tight wraps & one loose wrap of line, deeply penetrating causing necrotic wounds around circumference of peduncle; line attached to a floating Christmas display and anchored to bottom",around peduncle,dszemer,2018-10-29 12:28:15.953,dszemer,2019-04-15 12:36:21.343
2005,2017-05-03 00:00:00.000,1,Rope,"Frayed line dangling from a dock, manatee began playing with it and became entangled (two loops), photoID personnel observed and tugged on line, breaking frayed end free of manatee",right flipper,dszemer,2018-03-08 13:10:00.650,D,2018-03-08 13:10:00.650
2028,2018-04-20 00:00:00.000,1,CrFl,One crab trap with yellow float was wrapped around right pectoral flipper. An additional crab trap and stone crab trap were wrapped in the initial crab trap but not wrapped on the manatee.,Right pectoral flipper,bgreer,2018-04-24 08:02:02.083,D,2018-04-24 08:02:02.083
2029,2018-04-25 00:00:00.000,1,CrFl,"Float, polyprop line with a small line weight and blue crap trap.",Right pectoral flipper,bgreer,2018-05-03 14:49:36.997,D,2018-05-03 14:49:36.997
2036,2018-01-24 00:00:00.000,1,Oth,orange life jacket,"mid torso, was clipped on around the body",ahowell,2018-05-15 09:46:42.833,D,2018-05-15 09:46:42.833
2038,2018-04-10 00:00:00.000,1,FH,large fish hook - also had monofilament trailing from the hook which was cut off.,lower right lip,ahowell,2018-05-15 10:01:43.533,D,2018-05-15 10:01:43.533
2043,2018-05-24 00:00:00.000,1,Oth,Float line with a tan float and a blue and tan bouy. ,lodged between two tail mutilations,dboyd,2018-05-24 07:41:13.287,D,2018-05-24 07:41:13.287
2045,2018-06-04 00:00:00.000,1,Net,Cast net,Right flipper,bgreer,2018-06-04 11:12:06.537,D,2018-06-04 11:12:06.537
2047,2018-06-06 00:00:00.000,1,Mono,"Right flipper had deep cuts from monofilament in multiple spots and was swollen, the left flipper was entangled in one spot and had slight abrasions.  Both flippers were connected by a strand of monofilament.",both flippers,ahowell,2018-06-08 06:54:41.000,D,2018-06-08 06:54:41.000
2047,2020-02-26 00:00:00.000,1,Mono,"monofilament line, hook, sinker, brown cloth-like material",around both flippers,aperna,2020-10-18 10:15:15.400,D,2020-10-18 10:15:15.400
2047,2021-09-01 00:00:00.000,1,Mono,Monofilament ,Both pectoral flippers,ngordon,2022-10-21 16:24:37.757,D,2022-10-21 16:24:37.757
2051,2018-07-06 00:00:00.000,1,Mono,"Monofilament wrapped around both flippers, and hog tied across the ventrum. Right flipper was deeper than the left.",both flippers,ahowell,2018-07-10 09:08:54.550,D,2018-07-10 09:08:54.550
2051,2020-04-13 00:00:00.000,1,Mono,"","monofilament line loosely wrapped around proximal one-third of both flippers, with line connecting t",aperna,2020-10-18 09:47:47.953,D,2020-10-18 09:47:47.953
2053,2018-06-24 00:00:00.000,1,Oth,"13 cm x 8.5 cm white buoy with lettering “BAO LONG BL made in Taiwan”
12 cm x 7.5 cm white and blue buoy with no lettering. Both were tied together side by side with a black line tied in a complete loop and 144 cm of trailing line. 
",left pectoral flipper,ngordon,2018-07-14 05:41:33.063,D,2018-07-14 05:41:33.063
2061,2018-08-04 00:00:00.000,1,CrFl,Blue crab pot with line and buoy. There was a large loop of rope in line that was the location of the entanglement in the gear. ,Left pectoral flipper,bgreer,2018-08-17 08:17:09.370,D,2018-08-17 08:17:09.370
2069,2018-08-30 00:00:00.000,1,CrFl,"Buoy, line and crab trap. All gear was given back to owner before all info could be collected.",Left pectoral flipper,bgreer,2018-09-13 07:10:33.960,D,2018-09-13 07:10:33.960
2077,2018-08-18 00:00:00.000,1,CrFl,"Nylon braided white with blue flecks, White float, attached to rebar 
",right pectoral flipper,dboyd,2018-10-02 14:18:14.993,D,2018-10-02 14:18:14.993
2084,2018-09-22 00:00:00.000,1,CrFl,"Crab trap, line and buoy",Left flipper,bgreer,2018-10-22 07:11:04.747,D,2018-10-22 07:11:04.747
2084,2018-10-24 00:00:00.000,1,CrFl,"Yellow float, V8807, breaking skin surface.",left flipper,dszemer,2018-10-31 14:04:20.050,D,2018-10-31 14:04:20.050
2094,1995-11-10 00:00:00.000,1,CrFl,# V580,left flipper,dszemer,2018-11-21 14:18:15.600,D,2018-11-21 14:18:15.600
2095,2017-10-02 00:00:00.000,1,CrFl,"V912, Orange, with 1/4 in black poly w/blue thread & 12/ in white nylon w/blue thread","right flipper, mid humerus",dszemer,2018-11-29 14:17:30.020,D,2018-11-29 14:17:30.020
2096,2017-11-07 00:00:00.000,1,Oth,plastic packing strap,"around neck, behind right flipper but in front of left",dszemer,2018-11-29 14:54:57.937,D,2018-11-29 14:54:57.937
2104,2017-11-01 00:00:00.000,1,CrFl,"Pink float, VH9392, with white w/black flecks colored line.  Gear was also ensnared on adjacent floating dock.",left flipper,dszemer,2018-12-28 13:59:50.557,D,2018-12-28 13:59:50.557
2114,2019-03-02 00:00:00.000,1,CrFl,"",Peduncle,dboyd,2019-03-05 10:56:00.930,D,2019-03-05 10:56:00.930
2128,2018-02-12 00:00:00.000,1,Oth,FWC Fish Independent Monitoring research net,whole animal,dszemer,2019-04-29 11:09:18.223,D,2019-04-29 11:09:18.223
2129,2018-02-28 00:00:00.000,1,Fl,"four wraps; small, superficial abrasions and slight indentations in the epidermis at the leading and trailing edges of the proximal third of right flipper",right flipper,dszemer,2019-04-29 12:28:34.917,D,2019-04-29 12:28:34.917
2130,2019-04-27 00:00:00.000,1,CrFl,"",Double wrap around the body at the axilla,dboyd,2019-04-30 13:58:44.173,D,2019-04-30 13:58:44.173
2134,2019-05-05 00:00:00.000,1,Rope,All that was recovered was rope and buoy. Unknown is more line and trap were attached. ,Unknown ,bgreer,2019-05-13 13:03:27.373,D,2019-05-13 13:03:27.373
2135,2018-05-03 00:00:00.000,1,CrFl,"Red-brown float, nylon line (white with blue specks), and crab trap.",Cranial body and both flippers.,glonati,2019-05-13 13:19:28.860,D,2019-05-13 13:19:28.860
2136,2018-05-04 00:00:00.000,1,CrFl,"Green buoy, nylon line (white with blue specks), crab trap",Cranial body and left flipper.,glonati,2019-05-13 13:23:47.767,D,2019-05-13 13:23:47.767
2142,2018-10-23 00:00:00.000,1,Fl,Red and white buoy and nylon line (white with blue specks).,Cranial body and right flipper.,glonati,2019-05-13 14:29:29.890,D,2019-05-13 14:29:29.890
2144,2019-04-06 00:00:00.000,1,Rope,Bait bucket rope.,Left flipper.,glonati,2019-05-13 14:37:22.470,D,2019-05-13 14:37:22.470
2149,2018-03-03 00:00:00.000,1,Mono,trailing line from manatee's mouth,trailing from mouth,dszemer,2019-05-17 10:30:26.063,D,2019-05-17 10:30:26.063
2150,2018-10-03 00:00:00.000,1,CrFl,Entangled in two crab traps and anchored in place (three tight wraps). Anchoring line cut and manatee swam off with two buoys and possibly one trap.,"around head, cranial to flippers",dszemer,2019-05-17 10:42:14.427,D,2019-05-17 10:42:14.427
2152,2018-03-19 00:00:00.000,1,Mono,line wrapped around manatee,unknown-see USFWS,dszemer,2019-05-22 14:07:14.053,D,2019-05-22 14:07:14.053
2161,2019-07-03 00:00:00.000,1,CrFl,"",Left and right flippers,dboyd,2019-07-05 09:19:17.280,D,2019-07-05 09:19:17.280
3183,2019-10-11 00:00:00.000,1,CrFl,trap & buoy cut off by Pasco Co. SO.  Not retained.,around head & ?,dszemer,2019-10-21 14:31:49.887,D,2019-10-21 14:31:49.887
3231,2020-01-22 00:00:00.000,1,Oth,Life Ring and rope,Right flipper,bgreer,2020-01-22 11:27:04.670,D,2020-01-22 11:27:04.670
3242,2019-11-05 00:00:00.000,1,Net,green net,right pectoral flipper,ngordon,2020-04-20 14:07:10.190,D,2020-04-20 14:07:10.190
3242,2020-02-26 00:00:00.000,1,Mono,embedded,right flipper,dszemer,2020-04-23 13:41:45.070,D,2020-04-23 13:41:45.070
3242,2020-02-26 00:00:00.000,1,Net,thick net embedded in both flippers,both flippers,dszemer,2020-04-23 13:41:30.537,D,2020-04-23 13:41:30.537
3243,2019-07-27 00:00:00.000,1,Oth,"the manatee had a right flipper entanglement consisting of white string, green nylon netting, and a plastic water bottle",right pectoral flipper,ngordon,2020-04-20 14:42:41.430,D,2020-04-20 14:42:41.430
3270,2019-07-02 00:00:00.000,1,CrFl,The manatee was entangled in a primary active blue crab trap and secondary derelict blue crab trap.,Peduncle,bbarbeau,2020-03-19 12:49:59.537,D,2020-03-19 12:49:59.537
3280,2020-04-01 00:00:00.000,1,CrFl,Active commercial blue crab trap.,Peduncle,bgreer,2020-04-02 09:22:01.687,D,2020-04-02 09:22:01.687
