"Name","SystemID","System","CreateBy","CreateDate","UpdateBy","UpdateDate"
!,RB027,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"1/2 Tail",PE204,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"11-Scar",PE117,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"2 of Diamonds",CR133,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"2-Leaf",BC257,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"2-Scallops",PE076,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"3-Dot",SB119,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"3-Leaf",PE098,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"3-Notch",BS041,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"3point14",SB155,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"3Prong",TB171,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"4W",TB136,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"7 Track",CH130,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"8-Prop",PE091,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"911",MI049,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Abalone,TB338,MIPS,krood,2014-06-13 13:30:59.630,D,2014-06-13 13:30:59.630
Abby,TB047,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Abscess,MI109,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Actual,TNP018,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:00:55.617
Adam West,BS067,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Addison,MA014,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Adelaide,TB008,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Adella,TB102,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Adidas,CH119,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Africa,BS273,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Albert,BS178*,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Alberto,TNP016,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:01:31.417
Alcatraz,FM280,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ale,FM251,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Alexander,BC418,MIPS,D,2009-07-09 10:09:34.327,testMIPS,2009-09-03 14:23:47.513
Alfalfa,BS274*,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Alfie,Alfie,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Algae Al,U0233,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Algernon,MI126,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Algorithm,TB467,MIPS,krood,2015-04-07 19:19:31.017,D,2015-04-07 19:19:31.017
Alice,FM005,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Alien,CR207,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Alli,CR354,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Alya,TB246,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Amazon,CH168,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ami,TB144,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Amigo,BS275,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Amy,CR254,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Amy II,BS245,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Anchor,SB001,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Andy,BS252,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Angel,FM262,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Angela,RB441,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Angelfish,TB428,MIPS,krood,2015-04-07 19:16:50.353,D,2015-04-07 19:16:50.353
Anita,FM212,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ann,BS189,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Anna,TNP011,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Annelid,SB157,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Antelope,TB343,MIPS,krood,2013-05-14 12:08:32.560,D,2013-05-14 12:08:32.560
Anthony,RB280,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Anvil,BS250,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Anvil II,TB172,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Apollo,TB026,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arabella,PE175,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Aramis,MI037,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arches,U0389,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Argo,CH166,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arlene,RB460,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Armand,CH163,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arnie,TB039,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arnold,BC420,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arrow,BC253,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arrow II,SB002,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arrowhead,CH136,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Arrowhead II,U0345,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Artifact,TB510,MIPS,krood,2016-04-15 07:17:05.333,D,2016-04-15 07:17:05.333
Asiago,TB267,MIPS,krood,2010-08-16 16:43:19.223,D,2010-08-16 16:43:19.223
Astro,FM390,MIPS,krood,2012-02-06 10:41:43.867,D,2012-02-06 10:41:43.867
Athos,MI060,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Atlanta,CR075,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Aussie,TB242,MIPS,krood,2010-08-16 16:41:42.067,D,2010-08-16 16:41:42.067
Autumn,CH221,MIPS,krood,2014-06-16 11:05:55.883,D,2014-06-16 11:05:55.883
Aviary,CH280,MIPS,krood,2016-04-15 06:23:16.420,D,2016-04-15 06:23:16.420
Ayla,SB081,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Aztec,PE049,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
B,CR235,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Babe,SB133,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bacchus,TB149,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Baga,CTB046,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Baker,FM469,MIPS,krood,2015-04-07 19:13:27.943,D,2015-04-07 19:13:27.943
Balderdash,U5897,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bama,TMA001,T,cbeck,2009-09-09 19:51:40.637,D,2009-09-09 19:51:40.637
Bandito,FM007,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Banks,BS122,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Banner,TB289,MIPS,krood,2010-08-16 16:44:40.113,D,2010-08-16 16:44:40.113
Barchan,TB472,MIPS,krood,2017-11-15 14:43:34.443,D,2017-11-15 14:43:34.443
Barker,TB074,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Barney,U0477,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Barney II,U0478,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Barry,BS254,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bart,TTB026,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bartram,BS128,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Baruna,U5900,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Basinger,BS192,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bat,TB197,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Batfish,TB507,MIPS,krood,2016-04-15 07:13:09.817,D,2016-04-15 07:13:09.817
Batgirl,CH132,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Battle Creek,CR475,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bean,TBC085,T,krood,2013-01-07 13:24:10.957,D,2013-01-07 13:24:10.957
Bearclaw,CH028,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Beauty,BS141,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bechtol,CR224,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Becky,CR177,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bee,CR070,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Beebe,BS076,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Beethoven,TPR022,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:04:05.837
Beetle,BS003,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"Bel, A ",CH062,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Beleza,TNP031,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:04:38.493
Bell ,CR394,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Belted,DUCR01994,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Belvedere,TNP026,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:06:10.917
Benny,CH120,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Berky,TBC061,T,krood,2011-01-19 14:49:14.137,D,2011-01-19 14:49:14.137
Bertha II,BS313,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Big Bird,FM299,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Big E,U0204,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Big H,FM100,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Big Mama,TB008,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Big Mitten,BC051,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Big V,U0002,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bilbo,CH161,MIPS,krood,2011-04-04 17:28:42.993,D,2011-04-04 17:28:42.993
Bill,TBC007,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:06:37.180
Bird,CR167,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bird Splat,TB122,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bishop,SB246,MIPS,krood,2017-11-15 14:43:09.763,D,2017-11-15 14:43:09.763
Bladerunner,TB111,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Blair Witch,U0660,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Blaze,TB151,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Blimpie,SB135,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Blink,TB133,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Blinky,CH129,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Blitz,CH070,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bloomer,TBC086,T,krood,2013-01-07 13:24:19.193,D,2013-01-07 13:24:19.193
Blossom,BS240,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Blowhole,PE046,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bob Was Here,CSW046,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bobecca,FM318,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bobsled,U2752,MIPS,krood,2016-08-22 06:00:03.437,D,2016-08-22 06:00:03.437
Bofa,TTB105,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bones,SB003,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bonita Beach,CH127,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bonnethead,SB078,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bonnie Lee,MI057,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Boogie,MI131,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Booker Red,TB126,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Boomer ,BS029,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Boreal,TBC065,T,krood,2011-01-19 14:49:49.553,D,2011-01-19 14:49:49.553
Bosid,DU001,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bossy,PE213,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Boto,CH182,MIPS,krood,2010-08-16 16:39:43.907,D,2010-08-16 16:39:43.907
Bowtie,SB111,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Box,RB322,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Braces,U0218,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Brazil,MI008,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Breeze,TB516,MIPS,krood,2016-04-15 07:23:52.630,D,2016-04-15 07:23:52.630
Bret,BS281,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Breve,CH155,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bridge,TB485,MIPS,krood,2016-04-15 06:47:00.230,D,2016-04-15 06:47:00.230
Broadcast,FM624,MIPS,krood,2019-11-12 09:22:19.293,D,2019-11-12 09:22:19.293
Brooks II,U6391,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Brownie,BS090,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-05 12:45:51.320
Bruiser,TB434,MIPS,krood,2015-04-07 19:17:03.230,D,2015-04-07 19:17:03.230
Bubblegum,BS091,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-05 12:46:09.897
Bubblehead,BC240,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bucky,CR434,MIPS,cbeck,2010-03-24 10:15:10.573,D,2010-03-24 10:15:10.573
Buddy,CR078,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Buell,BS123,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bug,SB006,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bumblebee,TB212,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Bumpy,TMA002,MIPS,cbeck,2010-01-25 15:08:41.613,D,2010-01-25 15:08:41.613
Bush,BS093,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Butch,TB086,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Butcher,SB005,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Butter Knife,U5784,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Butterball,Unknown,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Butterfly,MI064,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Buzz,FM585,MIPS,krood,2019-11-12 09:24:53.470,D,2019-11-12 09:24:53.470
C-Cow,PE207,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Caboose,CTB032,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Caesar,MI078,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cajun,CR031,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Callie,FM008,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Calligraphy,TB412,MIPS,krood,2015-04-07 19:16:09.323,D,2015-04-07 19:16:09.323
Callout,DUSW00422,MIPS,krood,2017-11-15 14:41:09.907,D,2017-11-15 14:41:09.907
Calvin,FM252,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Calypso,SB132,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cameron,BS081,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-05 12:45:35.537
Candle I,FM278,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Candlestick,TB384,MIPS,krood,2015-04-07 19:14:45.137,D,2015-04-07 19:14:45.137
Cane II,TLO001,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Canyon,TB243,MIPS,krood,2010-08-16 16:41:50.050,D,2010-08-16 16:41:50.050
Capella,TB223,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cappy,CH170,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cara,SB090,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Caribe,TPR002,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:08:11.960
Carl ,BS144,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Carleton,MI083,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
"Carlos, M ",FM239,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Carmen,TMX,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:09:15.167
Caroline,BS165,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Carpenter,CH273,MIPS,krood,2016-04-15 06:19:06.240,D,2016-04-15 06:19:06.240
Carter,CR286,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cashew,SB097,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cassowary,TB551,MIPS,krood,2019-11-12 10:09:01.573,D,2019-11-12 10:09:01.573
Castle,CH088,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cathedral,CH131,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cauliflower,BC293,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cayenne,TB568,MIPS,krood,2017-11-15 14:44:53.357,D,2017-11-15 14:44:53.357
Ceiba,TPR003,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:10:31.167
Celia,MI118,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Centipede,TB111,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ceres,U5888,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chad,TTB066,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chatham,TEP020,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:10:55.010
Check,TB090,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Checklist,TB611,MIPS,krood,2017-11-15 14:48:44.967,D,2017-11-15 14:48:44.967
Cheddar,CH020,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chesapeake,TB370,MIPS,krood,2014-06-13 13:31:11.417,D,2014-06-13 13:31:11.417
Chevron,U1038,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chevy,FM279,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chew-Choo,SB007,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chicken Feet,U5800,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chief,FM357,MIPS,krood,2010-08-16 16:40:00.643,D,2010-08-16 16:40:00.643
Chimaera,SB224,MIPS,krood,2015-04-07 19:13:50.620,D,2015-04-07 19:13:50.620
Chimes,TB604,MIPS,krood,2017-11-15 14:48:10.223,D,2017-11-15 14:48:10.223
Chip,CH084,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chomper,TB349,MIPS,krood,2014-06-13 13:31:19.100,D,2014-06-13 13:31:19.100
Chop-T,U0128,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Choptail,BS051,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chris ,BS078,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-05 12:45:21.880
Chuck,BS126,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Chumley,SB008,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Ciano,U5799,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cici,U6413,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cinna,BS185,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Circus,FM530,MIPS,krood,2019-11-12 10:09:08.160,D,2019-11-12 10:09:08.160
Clark,BS179,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Claudette,MI033,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Clawed,SB069,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cleburne,BS112,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Clinton,SB130,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Clipper,TB219,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Clockwork,MI021,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Clover Blt,SB088,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Coach,TB563,MIPS,krood,2017-11-15 14:44:38.000,D,2017-11-15 14:44:38.000
Coble,not yet assigned (SW potential,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cobra,EG025,MIPS,krood,2017-11-15 14:41:48.800,D,2017-11-15 14:41:48.800
Coconut,EG017,MIPS,krood,2015-04-07 19:12:56.960,D,2015-04-07 19:12:56.960
Coda,TB135,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cody,BS137,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Col. Mustard,PE164,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Columbus,SB082,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Comet II,FK012,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Comma,TB007,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Concerto,TB514,MIPS,krood,2016-04-15 07:21:26.693,D,2016-04-15 07:21:26.693
Conch,TB158,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Confetti,FM364,MIPS,krood,2010-08-16 16:40:26.110,D,2010-08-16 16:40:26.110
Constellation,BC330,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Constine,U0225,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cookie,FM009,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cootie,TEP003,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:11:19.900
Cootiecatcher,DUSW00387,MIPS,krood,2016-08-22 05:59:42.747,D,2016-08-22 05:59:42.747
Copycat,TB446,MIPS,krood,2015-04-07 19:17:44.573,D,2015-04-07 19:17:44.573
Coquina,CR165,MIPS,cbeck,2010-03-24 10:00:44.823,D,2010-03-24 10:00:44.823
Cora ,BS163,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cowabunga,BS139,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cowfish,SB256,MIPS,krood,2017-11-15 14:43:22.287,D,2017-11-15 14:43:22.287
Cowpea,FM492,MIPS,krood,2019-11-12 10:09:17.663,D,2019-11-12 10:09:17.663
Cowry,TB359,MIPS,krood,2014-06-13 13:31:25.800,D,2014-06-13 13:31:25.800
Crab,FM388,MIPS,krood,2012-01-25 14:22:09.607,D,2012-01-25 14:22:09.607
Crabeater,FM336,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cracker,TEP008,T,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 17:11:51.947
Craig,MI071,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Crater,TB004,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Crayola,SB158,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Cream,BS261,MIPS,D,2009-07-09 10:09:34.327,csandersre,2009-08-06 16:50:11.040
Creeks,TBC074,T,krood,2012-05-14 12:14:56.027,D,2012-05-14 12:14:56.027
Crescent,MI100,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Crevasse,TBC057,T,krood,2011-01-19 14:48:31.090,D,2011-01-19 14:48:31.090
Crevice,PE194,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
Crinkle,CR121,MIPS,D,2009-07-09 10:09:34.327,D,2009-07-09 10:09:34.327
