"MLog","ReqHalfYr","ReqYear","Health","HealthDiag","Bloods","Status","Time","Weight","EstW","WDate","Length","EstL","LDate","VetID","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
1319,"1",2012,S,No pending health issues at this time.,N,CondRel,G,400,N,2012-01-05 00:00:00.000,279,N,2012-01-05 00:00:00.000,lcroft,SWF,bwagoner,2012-02-29 16:25:23.093,D,2012-02-29 16:25:23.093
1319,"2",2011,G,"Continues to be treated for entanglement wound, biweekly flushings and injectable antibiotics for infection.",A,CondRel,G,386,N,2011-08-06 00:00:00.000,283,N,2011-08-06 00:00:00.000,lcroft,SWF,bwagoner,2011-08-14 16:04:13.293,D,2011-08-14 16:04:13.293
1337,"1",2012,C,pyothorax eating gaining weight but active inflammation,A,CondRel,G,234,N,2012-01-25 00:00:00.000,272,N,2011-11-21 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-02-29 14:39:09.700,D,2012-02-29 14:39:09.700
1337,"1",2013,G,"pyothorax, still draining, eating, still a sinker, active inflammation.",A,CondRel,G,350,N,2013-03-06 00:00:00.000,272,N,2011-11-21 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-03-06 09:23:19.260,D,2013-03-06 09:23:19.260
1337,"1",2014,G,"pyothorax, good weight, occasional drainage, still in low water, ribs remodeled. Fibrinogen and SAA slightly elevated.",A,CondRel,G,450,Y,2014-04-03 00:00:00.000,276,N,2013-06-27 00:00:00.000,mrodriguez,MSQ,mrodriguez,2014-04-03 09:09:12.283,D,2014-04-03 09:09:12.283
1337,"2",2012,C,"pyothorax, eating, still a sinker, active inflammation.",A,CondRel,G,350,Y,2011-11-12 00:00:00.000,272,N,2011-11-12 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-08-07 13:40:12.663,D,2012-08-07 13:40:12.663
1337,"2",2013,G,"pyothorax, good weight, minimal drainage, still in low water, ribs remodeled.",N,CondRel,G,409,Y,2013-07-23 00:00:00.000,276,N,2013-06-27 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-07-23 14:11:31.000,D,2013-07-23 14:11:31.000
1337,"2",2014,G,"pyothorax, eating well, good weight, draining on his own, still in low water, ribs remodeled. SAA normal but high fibrinogen.",A,CondRel,G,455,Y,2014-07-24 00:00:00.000,294,N,2014-07-24 00:00:00.000,mrodriguez,MSQ,mrodriguez,2014-07-29 13:07:58.483,D,2014-07-29 13:07:58.483
1337,"2",2015,G,"pyothorax, eating well, good weight, draining on his own, still in low water, ribs remodeled. SAA normal but high fibrinogen.",A,CondRel,G,550,Y,2015-08-05 00:00:00.000,300,N,2015-07-09 00:00:00.000,mrodriguez,MSQ,mrodriguez,2015-08-05 12:25:35.100,D,2015-08-05 12:25:35.100
1337,"2",2016,G,"pyothorax, eating well, good weight, draining on his own, still in low water, ribs remodeled. SAA normal but high fibrinogen.",A,CondRel,G,500,Y,2016-08-23 00:00:00.000,300,N,2015-07-09 00:00:00.000,mrodriguez,MSQ,mrodriguez,2016-08-23 13:16:56.987,D,2016-08-23 13:16:56.987
1346,"1",2012,S,Animal in godd physical and behavioral health.  Should be a candidate for release by winter 2012-13.  Rescued with injured cow that was euthanized on 03/01/2012,N,CondRel,G,168,N,2012-12-28 00:00:00.000,199,N,2012-02-26 00:00:00.000,rball,LPZ,vedmonds,2012-03-01 12:09:27.840,D,2012-03-01 12:09:27.840
1350,"1",2012,S,"Animal in good behavioral health.  Under weight, but eating well.  ",N,CondRel,G,123,N,2012-01-20 00:00:00.000,183,N,2012-01-20 00:00:00.000,rball,LPZ,vedmonds,2012-03-01 11:56:34.733,D,2012-03-01 11:56:34.733
1350,"2",2012,S,Animal in good behavioral health. Will meet release weight in winter of 2013   ,N,CondRel,W,240,N,2012-08-16 00:00:00.000,212,N,2012-08-16 00:00:00.000,rball,LPZ,vedmonds,2012-08-31 13:31:53.770,D,2012-08-31 13:31:53.770
1350,"2",2013,S,Has lost weight since February.  High level of activity and water temperature contributing factors.,N,CondRel,W,290,N,2013-07-29 00:00:00.000,236,N,2013-07-29 00:00:00.000,dmurphy,SFM,mmargold,2013-08-06 14:24:32.907,D,2013-08-06 14:24:32.907
1351,"1",2012,S,"In good behavioral and physical condition.  Manatee was emaciated upon arrival, prior to winter",N,CondRel,G,211,N,2012-02-09 00:00:00.000,196,N,2012-02-09 00:00:00.000,rball,LPZ,vedmonds,2012-03-01 12:14:34.257,D,2012-03-01 12:14:34.257
1362,"1",2012,G,Healing and eating well,A,CondRel,G,125,N,2012-02-29 00:00:00.000,202,N,2011-01-17 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-02-29 14:46:19.267,D,2012-02-29 14:46:19.267
1362,"2",2012,S,Ready for a winter release.,N,Release,W,182,N,2012-04-04 00:00:00.000,203,N,2012-04-04 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-08-07 13:44:07.633,D,2012-08-07 13:44:07.633
1363,"1",2012,S,ready to be released,N,Release,W,304,N,2012-01-25 00:00:00.000,250,N,2012-01-24 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-02-29 14:48:45.820,D,2012-02-29 14:48:45.820
1364,"1",2012,S,Manatee is in good behavioral and physical health.  Manatee appears to be pregnanat,N,CondRel,W,454,N,2012-01-31 00:00:00.000,288,N,2012-01-31 00:00:00.000,rball,LPZ,vedmonds,2012-03-01 12:50:00.233,D,2012-03-01 12:50:00.233
1364,"2",2012,S,Manatee is in good behavioral and physical health.  Gave birth during rehabilitation.  Dam and calf releasable in the next month to two months  ,N,Release,W,560,N,2012-08-16 00:00:00.000,281,N,2012-08-16 00:00:00.000,rball,LPZ,vedmonds,2012-08-31 13:22:40.007,D,2012-08-31 13:22:40.007
1366,"1",2012,G,"Came in due to severe cold stress, still treating at this time. Animal is not eating on own at this time yet. Her blood values showed some inflammation, electrolyte abnormalities and elevated muscle enzymes. Will need to continue monitoring.",A,CondRel,W,236,N,2012-02-17 00:00:00.000,233,N,2012-02-17 00:00:00.000,sgearhart,SWF,bwagoner,2012-03-01 15:33:47.377,D,2012-03-01 15:33:47.377
1367,"1",2012,G,"Brought in due to watercraft, still treating for injures due to this, possible 1-2 fractured ribs on his left side. Animal is not eating on his own yet. Blood work showed signs of inflammation, will need to continue monitoring his blood parameters..",A,CondRel,G,461,N,2012-02-23 00:00:00.000,295,N,2012-02-23 00:00:00.000,sgearhart,SWF,bwagoner,2012-03-01 15:42:28.973,D,2012-03-01 15:42:28.973
1367,"2",2012,G,"Originally rescued due to watercraft but his clinical condition has greatly improved over the last few months. He has been in with another animal that may have possible papiloma, results are still pending.








",N,CondRel,G,477,N,2012-07-20 00:00:00.000,294,N,2012-07-20 00:00:00.000,sgearhart,SWF,bwagoner,2012-08-07 16:51:19.493,D,2012-08-07 16:51:19.493
1368,"1",2012,S,Good physical and behavioral health,N,Release,W,92,N,2012-02-13 00:00:00.000,151,N,2012-02-13 00:00:00.000,rball,LPZ,vedmonds,2012-03-01 13:30:41.353,D,2012-03-01 13:30:41.353
1369,"1",2012,S,Good physical and behavioral health,N,CondRel,W,336,N,2012-02-13 00:00:00.000,258,N,2012-02-13 00:00:00.000,rball,LPZ,vedmonds,2012-03-01 13:23:14.920,D,2012-03-01 13:23:14.920
1370,"1",2012,G,"Rescued on 02/15/2012 with severe cold stress.  Attitude is good, but he has not started eating normally yet.  ",A,CondNon,G,195,N,2012-02-15 00:00:00.000,203,N,2012-02-15 00:00:00.000,rball,LPZ,vedmonds,2012-03-01 13:40:54.923,D,2012-03-01 13:40:54.923
1371,"1",2012,G,Orphan with cold stress.  Eating well. ,N,CondNon,G,64,N,2012-02-15 00:00:00.000,153,N,2012-02-15 00:00:00.000,rball,LPZ,vedmonds,2012-03-01 13:49:39.817,D,2012-03-01 13:49:39.817
1371,"2",2012,S,Orphan with cold stress. In good behavioral and physical health. Target 2014 winter release ,N,CondNon,G,152,N,2012-07-26 00:00:00.000,183,N,2012-07-26 00:00:00.000,rball,LPZ,vedmonds,2012-08-31 13:27:47.413,dszemer,2012-09-04 07:37:25.503
1371,"2",2013,S,"good body condition, active, steady eater",N,Release,W,249,N,2013-07-29 00:00:00.000,236,N,2013-07-29 00:00:00.000,dmurphy,SFM,mmargold,2013-08-06 10:58:28.100,D,2013-08-06 10:58:28.100
1385,"2",2012,S,"During Goodby's physical there was a lesion on his peduncle, a biopsy was taken and tested for possible papiloma, results are still pending at this time.",N,CondRel,G,384,N,2012-07-20 00:00:00.000,276,N,2012-07-20 00:00:00.000,sgearhart,SWF,bwagoner,2012-08-07 16:34:30.983,D,2012-08-07 16:34:30.983
1394,"2",2012,G,"Rescued for buoyancy issues, now resolved but has gastrointestinal problems, intestinal motility is poor; appetite is intermittent, still being tube BID. Blood work showed some elevated parameters and mild inflammation, still under treatment. ",A,CondRel,G,436,N,2012-07-21 00:00:00.000,294,N,2012-04-26 00:00:00.000,sgearhart,SWF,bwagoner,2012-08-08 15:44:35.827,D,2012-08-08 15:44:35.827
1409,"2",2012,S,Good behavioral and physical health.  Releasable with dam in the next couple of months.  ,X,Release,W,40,N,2012-07-26 00:00:00.000,133,N,2012-07-26 00:00:00.000,rball,LPZ,vedmonds,2012-08-31 13:25:08.893,D,2012-08-31 13:25:08.893
1410,"2",2012,S,In good behavioral and physical health,X,Release,W,531,N,2012-07-17 00:00:00.000,301,N,2012-07-17 00:00:00.000,rball,LPZ,vedmonds,2012-08-31 13:33:39.927,D,2012-08-31 13:33:39.927
1412,"1",2013,S,Small orphan,N,CondRel,G,71,N,2013-02-12 00:00:00.000,156,N,2013-02-12 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-03-06 09:27:21.250,D,2013-03-06 09:27:21.250
1412,"1",2014,S,Orphan Healthy. Doing well since arrival in the fall.,N,CondRel,G,226,N,2014-02-13 00:00:00.000,213,N,2014-02-13 00:00:00.000,mbarrie,COL,dwarmolts,2014-02-14 13:15:35.307,D,2014-02-14 13:15:35.307
1412,"2",2012,G,"Small orphan, blood not completely normal yet but close.",A,CondRel,G,25,N,2012-08-06 00:00:00.000,117,N,2012-08-06 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-08-07 13:47:49.800,D,2012-08-07 13:47:49.800
1412,"2",2013,S,Orphan Healthy,N,CondRel,G,125,Y,2013-07-23 00:00:00.000,185,N,2013-06-27 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-07-23 14:32:47.357,D,2013-07-23 14:32:47.357
1412,"2",2014,S,"Orphan Healthy. Doing well since arrival in the fall, 2013.",N,CondRel,G,286,N,2014-07-16 00:00:00.000,239,N,2014-07-16 00:00:00.000,mbarrie,COL,dwarmolts,2014-07-23 13:26:20.183,D,2014-07-23 13:26:20.183
1413,"2",2012,S,Good behavioral and physical condition.  Release scheduled for September 2012,N,Release,W,615,N,2012-08-16 00:00:00.000,318,N,2012-08-16 00:00:00.000,rball,LPZ,vedmonds,2012-08-31 13:36:04.177,D,2012-08-31 13:36:04.177
1414,"2",2012,S,In good behavioral and physical health.  Release set for September 2012,N,Release,W,191,N,2012-08-16 00:00:00.000,210,N,2012-08-16 00:00:00.000,rball,LPZ,vedmonds,2012-08-31 13:37:52.747,D,2012-08-31 13:37:52.747
1419,"1",2013,S,No pending health issues at this time.,N,Release,W,368,N,2013-02-04 00:00:00.000,266,N,2013-02-04 00:00:00.000,lcroft,SWF,bwagoner,2013-03-11 11:47:32.470,D,2013-03-11 11:47:32.470
1419,"2",2013,S,No pending health issues at this time.,N,Release,W,400,N,2013-06-26 00:00:00.000,268,N,2013-06-26 00:00:00.000,lcroft,SWF,bwagoner,2013-07-31 14:15:54.317,D,2013-07-31 14:15:54.317
1433,"1",2013,S,"Orphan, Hull strike pnuemothorax resolved",N,CondRel,W,125,Y,2013-03-06 00:00:00.000,185,Y,2013-03-06 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-03-06 09:33:49.740,D,2013-03-06 09:33:49.740
1433,"2",2013,S,"Orphan, boat strike, healed, do not know if he will make 600# by release date but are trying.",N,Release,W,170,Y,2013-07-23 00:00:00.000,205,N,2013-06-27 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-07-23 14:25:30.760,D,2013-07-23 14:25:30.760
1437,"1",2013,S,"Originally rescue due to red tide in SW Florida and brought into LPZ, transferred to SWF on 3/6/13 due to space issues at LPZ. Right now he has no pending health issues.",X,Release,W,510,N,2013-03-06 00:00:00.000,297,N,2013-03-06 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-12 03:59:00.907,D,2013-03-12 03:59:00.907
1439,"1",2013,S,Releasable pending red tide bloom subsiding at release location,N,Release,W,247,N,2013-11-16 00:00:00.000,264,N,2013-11-16 00:00:00.000,rball,HSSWP,vedmonds,2013-03-18 19:56:13.723,D,2013-03-18 19:56:13.723
1440,"1",2013,S,In good physical and behavioral condition,X,CondRel,G,172,N,2013-03-15 00:00:00.000,185,N,2013-03-15 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 16:04:08.867,D,2013-03-18 16:04:08.867
1440,"2",2013,S,"In good physical and behavioral condition.  Should be able to meet weight, length and belt girth requirements for winter of 2013/14 release",N,Release,W,211,N,2013-07-25 00:00:00.000,202,N,2013-07-25 00:00:00.000,rball,LPZ,vedmonds,2013-07-28 17:19:21.660,D,2013-07-28 17:19:21.660
1442,"1",2013,S,No pending health issues at this time.,N,Release,W,205,N,2013-02-13 00:00:00.000,219,N,2013-02-13 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-11 11:50:38.350,D,2013-03-11 11:50:38.350
1443,"1",2013,S,No pending health issues at this time.,N,Release,W,236,N,2013-02-14 00:00:00.000,218,N,2013-02-14 00:00:00.000,lcroft,SWF,bwagoner,2013-03-13 14:25:47.837,D,2013-03-13 14:25:47.837
1445,"1",2013,S,No pending health issues at this time.,N,Release,W,298,N,2013-02-14 00:00:00.000,247,N,2013-02-14 00:00:00.000,lcroft,SWF,bwagoner,2013-03-14 08:49:35.187,D,2013-03-14 08:49:35.187
1446,"1",2013,S,In good physical and behavioral health.,X,CondNon,G,140,N,2013-03-15 00:00:00.000,164,N,2013-03-15 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 16:10:49.657,D,2013-03-18 16:10:49.657
1446,"2",2013,S,"In good physical and behavioral health.  Should be able to meet length, weight and belt girth requirements for release in winter of 2013/2014",N,Release,W,213,N,2013-07-25 00:00:00.000,203,N,2013-07-25 00:00:00.000,rball,LPZ,vedmonds,2013-07-28 17:17:51.310,D,2013-07-28 17:17:51.310
1447,"1",2013,S,In good physical and behavioral health.  Release pending red tide bloom subsiding,X,Release,W,215,Y,2013-03-18 00:00:00.000,223,N,2013-01-13 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 16:08:38.040,D,2013-03-18 16:08:38.040
1448,"1",2013,S,Originally rescued back on 1/17/13 for red tide and brought into LPZ but then transferred to SWF with another male animal due to space issues at LPZ. As of now he has no pending health issues.,X,CondRel,G,182,N,2013-03-06 00:00:00.000,198,N,2013-03-06 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-12 04:10:49.070,D,2013-03-12 04:10:49.070
1451,"1",2013,S,"No pending health issues at this time. Originally rescue due to entrapment and cold stress, animal was under 200 cm at time of rescue.",N,CondRel,G,195,N,2013-03-01 00:00:00.000,197,N,2013-02-14 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-12 13:57:07.880,D,2013-03-12 13:57:07.880
1451,"2",2013,S,No pending health issues at this time.,N,Release,W,255,N,2013-05-21 00:00:00.000,217,N,2013-05-21 00:00:00.000,sgearhart,SWF,bwagoner,2013-07-31 14:22:53.933,D,2013-07-31 14:22:53.933
1456,"1",2013,S,"Came in for cold stress, her blood values still show a slightly elevated WBC, will need to monitor and recheck, otherwise no other pending health issues.",A,CondRel,G,163,N,2013-03-01 00:00:00.000,200,N,2013-02-14 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-12 03:46:22.180,D,2013-03-12 03:46:22.180
1456,"2",2013,S,No pending health issues at this time.,N,Release,W,230,N,2013-06-26 00:00:00.000,219,N,2013-06-26 00:00:00.000,sgearhart,SWF,bwagoner,2013-07-31 14:19:00.450,D,2013-07-31 14:19:00.450
1469,"1",2013,G,"Originally rescued for floatation issues, floating with back end very high in water, undetermined at this time, need to conduct more diagnostics. Animal just started to eat, still under treatment.",N,CondRel,G,164,N,2013-03-08 00:00:00.000,209,N,2013-03-08 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-14 08:45:21.537,D,2013-03-14 08:45:21.537
1472,"1",2013,S,Release pending red tide bloom subsiding at release location,N,Release,W,399,N,2013-02-19 00:00:00.000,277,N,2013-02-19 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 16:30:50.147,D,2013-03-18 16:30:50.147
1473,"1",2013,S,Releasaable pending red tide book subsiding at release location,N,Release,W,217,N,2013-02-20 00:00:00.000,215,N,2013-02-20 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 19:57:48.257,D,2013-03-18 19:57:48.257
1475,"1",2013,S,Manatee is ready for release pending red tide bloom subsiding in release location,N,Release,W,188,N,2013-02-28 00:00:00.000,215,N,2013-02-28 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 19:17:08.560,D,2013-03-18 19:17:08.560
1476,"1",2013,S,Releasable pending red tide bloom subsiding at release location,N,Release,W,272,N,2013-03-01 00:00:00.000,245,N,2013-03-01 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 19:52:12.793,D,2013-03-18 19:52:12.793
1477,"1",2013,S,Releasable pending red tide bloom subsiding in release locat ion,N,Release,W,386,N,2013-03-02 00:00:00.000,292,N,2013-03-02 00:00:00.000,rball,HSSWP,vedmonds,2013-03-18 19:59:34.370,D,2013-03-18 19:59:34.370
1478,"1",2013,S,releasable pending red tide bloom subsiding at release location,N,Release,W,250,N,2013-03-05 00:00:00.000,237,N,2013-03-05 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 19:53:48.517,D,2013-03-18 19:53:48.517
1479,"1",2013,S,Ready for release pending red tide bloom subsiding at release location,N,Release,W,338,N,2013-03-06 00:00:00.000,263,N,2013-03-06 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 19:44:12.080,D,2013-03-18 19:44:12.080
1480,"1",2013,S,Releasable pending red tide bloom subsiding at release location,N,Release,W,410,N,2013-03-08 00:00:00.000,272,N,2013-03-08 00:00:00.000,rball,LPZ,vedmonds,2013-03-18 19:49:27.833,D,2013-03-18 19:49:27.833
1481,"1",2013,G,"New arrival from 3/23/2013, COR was orphaned cald calf with cold stress. Presently under treatment, blood wook showed a relative monocytosis & elevated globulins. Will continue to monitor blood and weight.",A,CondRel,G,77,N,2013-03-23 00:00:00.000,163,N,2013-03-23 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-27 13:08:00.133,D,2013-03-27 13:08:00.133
1481,"1",2014,S,Routine six month exam.  She is in excellent body condition and health.  No problems since her arrival at Cincinnati in October 2013.,N,CondRel,G,213,N,2014-03-20 00:00:00.000,210,N,2014-03-20 00:00:00.000,mcampbell,CIN,mcampbell,2014-04-05 08:11:52.340,D,2014-04-05 08:11:52.340
1481,"1",2015,S,Routine six month exam.  She is in excellent body condition and health.   ,N,CondRel,G,229,N,2015-03-04 00:00:00.000,222,N,2015-03-04 00:00:00.000,mcampbell,CIN,mcampbell,2015-03-13 08:40:11.887,D,2015-03-13 08:40:11.887
1481,"2",2013,S,"COR was orphaned calf with cold stress, last blood work showed a slight elevation in creatinine and fibrinogen. We will continue to monitor her blood and weight. Would like to see her put more weight on prior to release.",A,CondRel,G,109,N,2013-06-26 00:00:00.000,169,N,2013-06-26 00:00:00.000,sgearhart,SWF,bwagoner,2013-07-31 15:00:48.170,D,2013-07-31 15:00:48.170
1481,"2",2014,S,Routine six month exam.  She is in excellent body condition and health.  No problems since her arrival at Cincinnati in October 2013. She arrived at Cincinnati at 132 kg and is now 222 kg (+90 kg) in 9 months.,N,CondRel,G,222,N,2014-07-08 00:00:00.000,211,N,2014-07-08 00:00:00.000,mcampbell,CIN,mcampbell,2014-08-08 12:51:18.960,D,2014-08-08 12:51:18.960
1481,"2",2015,S,Routine six month exam.  She is in excellent body condition and health.   ,X,CondRel,G,269,N,2015-06-25 00:00:00.000,222,N,2015-03-04 00:00:00.000,mcampbell,CIN,mcampbell,2015-08-18 11:38:01.883,D,2015-08-18 11:38:01.883
1485,"2",2013,S,"Rescued 4/9/2013 due to watercraft, just finished treatment for injuries but will need to continue monitoring blood parameters and injury site.",N,CondRel,G,314,N,2013-06-05 00:00:00.000,251,N,2013-04-09 00:00:00.000,sgearhart,SWF,bwagoner,2013-07-31 15:15:04.090,D,2013-07-31 15:15:04.090
1490,"1",2014,G,"Rescued on 5/19/2013 as an orphaned calf, continued to be hand-reared, still on bottles but eating some solids. She is gaining weight, still under treatment and will continue to be monitor for blood parameters and weight.",N,CondRel,G,77,N,2014-03-10 00:00:00.000,156,N,2014-02-17 00:00:00.000,lcroft,SWF,bwagoner,2014-03-12 11:05:56.380,D,2014-03-12 11:05:56.380
1490,"1",2015,S,"Rescued on 5/19/2013 as an orphaned calf from Sykes Creek, she has been completely on solid food for some time now. She has no health issues at this time but is presently too small. Will continue to monitor for blood parameters and weight.",N,CondRel,G,255,N,2015-04-02 00:00:00.000,215,N,2015-04-02 00:00:00.000,lcroft,SWF,bwagoner,2015-04-05 09:33:28.973,D,2015-04-05 09:33:28.973
1490,"2",2013,G,"Rescued on 5/19/2013 orphaned calf, presently being tube fed every 3 hours, still under treatment.  Last blood showed elevated monocytes and globulins, will continue to monitor blood parameters and weight.",A,CondRel,G,32,N,2013-07-31 00:00:00.000,125,N,2013-07-31 00:00:00.000,lcroft,SWF,bwagoner,2013-07-31 15:35:20.180,D,2013-07-31 15:35:20.180
1490,"2",2014,S,"Rescued on 5/19/2013 as an orphaned calf, she continues to do well, off all bottles now. Will continue to monitor for blood parameters and weight.",N,CondRel,G,132,N,2014-07-07 00:00:00.000,170,N,2014-07-07 00:00:00.000,lcroft,SWF,bwagoner,2014-07-24 09:30:12.927,D,2014-07-24 09:30:12.927
1490,"2",2015,S,Rescued on 5/19/2013 as an orphaned calf from Sykes Creek. She has no pending health issues at this time and continues to gain weight. Will continue to monitor for blood parameters and weight gain.,X,CondRel,G,234,N,2015-06-16 00:00:00.000,215,N,2015-04-02 00:00:00.000,lcroft,SWF,bwagoner,2015-08-10 12:47:19.710,D,2015-08-10 12:47:19.710
1494,"2",2013,S,"Rescued on 5/19/2013 due to watercraft injuries (pneumothorax)Presently no health issues, need to recheck blood parameters again.",N,CondRel,G,266,N,2013-06-26 00:00:00.000,229,N,2013-05-19 00:00:00.000,sgearhart,SWF,bwagoner,2013-07-31 15:23:20.140,D,2013-07-31 15:23:20.140
1495,"2",2013,S,"Bouyancy unknown cause resolved, releasable pretty soon.",N,Release,W,150,N,2013-06-18 00:00:00.000,228,N,2013-06-27 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-07-23 14:38:17.330,D,2013-07-23 14:38:17.330
1497,"1",2014,G,"Rescued on 7/6/2013 as an orphaned calf, still being hand-reared and on bottles but eating some solids. He is gaining weight, still under treatment and will be continue to be monitor for blood parameters and weight.",N,CondRel,G,76,N,2013-03-10 00:00:00.000,145,N,2014-02-17 00:00:00.000,lcroft,SWF,bwagoner,2014-03-13 04:51:08.277,D,2014-03-13 04:51:08.277
1497,"1",2015,S,"Rescued on 7/6/2013 as an orphaned calf from Sykes Creek, he continues to gain weight. No medical issues at this time, we will continue to monitor him for blood parameters and weight gain. ",N,CondRel,G,227,N,2015-04-06 00:00:00.000,212,N,2015-04-06 00:00:00.000,lcroft,SWF,bwagoner,2015-04-12 09:44:01.467,D,2015-04-12 09:44:01.467
1497,"2",2013,C,"Rescued on 7/6/2013 orphaned calf, being tube fed every 3 hours, still under treatment.  Last blood showed elevated band fraction and monocytes, will continue to monitor blood parameters and weight, just started to see a positive weight gain",A,CondRel,G,21,N,2013-07-31 00:00:00.000,111,N,2013-07-31 00:00:00.000,lcroft,SWF,bwagoner,2013-07-31 15:58:44.140,D,2013-07-31 15:58:44.140
1497,"2",2014,S,"Rescued on 7/6/2013 as an orphaned calf, completely off bottles now. He is gaining weight and we will continue to monitor him for blood parameters and weight.",N,CondRel,G,130,N,2014-07-07 00:00:00.000,175,N,2014-07-07 00:00:00.000,lcroft,SWF,bwagoner,2014-07-24 09:35:06.267,D,2014-07-24 09:35:06.267
1497,"2",2015,S,"Rescued on 7/6/2013 as an orphaned calf from Sykes Creek, he continues to gain weight. No pending health issues at this time, we will continue to monitor him.",X,CondRel,G,227,N,2015-04-06 00:00:00.000,212,N,2015-04-06 00:00:00.000,lcroft,SWF,bwagoner,2015-08-10 12:38:49.357,D,2015-08-10 12:38:49.357
1499,"2",2013,S,In good behavioral and physical health.  Recuperating from impact injury,X,Release,W,279,N,2013-07-03 00:00:00.000,258,N,2013-07-03 00:00:00.000,rball,LPZ,vedmonds,2013-07-28 17:26:25.120,D,2013-07-28 17:26:25.120
1500,"2",2013,S,Calf is being bottle raised.  Has been at facility for 3 weeks,X,CondNon,G,59,N,2013-07-20 00:00:00.000,121,N,2013-07-20 00:00:00.000,rball,LPZ,vedmonds,2013-07-28 17:23:37.033,D,2013-07-28 17:23:37.033
1500,"2",2014,S,On target with weight and length for a 2015/16 winter release,N,CondNon,G,166,N,2014-08-07 00:00:00.000,204,N,2014-08-07 00:00:00.000,rball,LPZ,vedmonds,2014-08-13 12:56:42.907,D,2014-08-13 12:56:42.907
1504,"2",2013,S,resolving buoyancy issue resulting from impact.  Still undergoing treatment.  Emaciated.,N,CondNon,G,130,N,2013-07-31 00:00:00.000,198,N,2013-07-31 00:00:00.000,rball,LPZ,vedmonds,2013-08-15 14:47:30.283,D,2013-08-15 14:47:30.283
1514,"1",2014,S,"Rescued due to watercraft but no pending health issues at this time, blood results normal. He has gained weight, still has some depigmentation of his distal pectoral flipper secondary to a previous vasculitis but medically cleared for release",N,Release,W,330,N,2014-02-05 00:00:00.000,268,N,2014-02-05 00:00:00.000,sgearhart,SWF,bwagoner,2014-03-12 10:35:54.513,D,2014-03-12 10:35:54.513
1515,"1",2014,G,"Originally rescued on 9/7/2013 as an orphaned calf, still being hand-reared and on bottles but eating some solids. He is gaining weight, still under treatment and will be continue to be monitor for blood parameters and weight.",N,CondRel,G,65,N,2014-03-10 00:00:00.000,144,N,2014-02-17 00:00:00.000,lcroft,SWF,bwagoner,2014-03-13 04:56:21.777,D,2014-03-13 04:56:21.777
1515,"1",2015,S,"Originally rescued on 9/7/2013 as an orphaned calf from Ormond Beach, he continues to gain weight. No current health issues at this time, we will continue to monitor him for blood parameters and weight gain.",N,CondRel,G,209,N,2015-04-06 00:00:00.000,204,N,2015-04-06 00:00:00.000,lcroft,SWF,bwagoner,2015-04-12 09:49:43.767,D,2015-04-12 09:49:43.767
1515,"2",2014,S,"Originally rescued on 9/7/2013 as an orphaned calf, completely off bottles now. He continues to gain weight, we will continue to monitor him for blood parameters and weight. No current health issues at this time.",N,CondRel,G,111,N,2014-07-07 00:00:00.000,163,N,2014-07-07 00:00:00.000,lcroft,SWF,bwagoner,2014-07-24 09:39:23.650,D,2014-07-24 09:39:23.650
1515,"2",2015,S,"Originally rescued on 9/7/2013 as an orphaned calf from Ormond Beach, he continues to gain weight. No current health issues at this time, we will continue to monitor him.",X,CondRel,G,209,N,2015-04-06 00:00:00.000,204,N,2015-04-06 00:00:00.000,lcroft,SWF,bwagoner,2015-08-10 15:01:02.750,D,2015-08-10 15:01:02.750
