"MLog","ReqHalfYr","ReqYear","Health","HealthDiag","Bloods","Status","Time","Weight","EstW","WDate","Length","EstL","LDate","VetID","Org","CreateBy","CreateDate","UpdateBy","UpdateDate"
62,"1",2009,G,She is still constantly abcessing and draining around her scar.,U,CondRel,G,670,N,2008-09-23 00:00:00.000,297,N,2009-03-10 00:00:00.000,mrodriguez,MSQ,mrodriguez,2009-03-10 00:00:00.000,D,2009-07-09 10:54:07.033
62,"1",2010,C,"Phyllis has been hightened to highly critical, we expect to possibly have to address her scar by either cutting into the rib or removing a section of the rib on one side if she continues to deteriorate.",A,CondRel,G,450,Y,2010-02-10 00:00:00.000,295,N,2009-10-15 00:00:00.000,mrodriguez,MSQ,mrodriguez,2010-02-10 11:48:26.710,D,2010-02-10 11:48:26.710
62,"2",2009,G,,A,CondRel,G,304,N,2008-09-23 00:00:00.000,297,N,2009-09-23 00:00:00.000,mrodriguez,MSQ,mrodriguez,2009-08-27 14:42:22.143,nadimey,2009-08-27 15:39:42.437
200,"1",2009,S,No current health issues,U,CondRel,G,885,N,2009-03-17 00:00:00.000,366,N,2009-03-17 00:00:00.000,mcampbell,CIN,mcampbell,2009-03-12 00:00:00.000,D,2009-07-09 10:54:07.033
200,"1",2010,S,normal healthy,X,CondRel,G,891,N,2009-10-17 00:00:00.000,365,N,2009-09-22 00:00:00.000,dmurphy,LPZ,vedmonds,2010-03-06 20:59:50.030,D,2010-03-06 20:59:50.030
200,"1",2013,S,"No pending medical issues at this time, he is still a little thin, we need to continue monitoring his weight.",N,CondNon,G,577,N,2013-02-13 00:00:00.000,310,N,2013-02-13 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-12 13:50:41.050,D,2013-03-12 13:50:41.050
200,"1",2014,S,"No health abnormalities currently, but his reduced appetite was medically managed for several weeks post-transport to The Seas.  ",N,CondNon,G,655,N,2014-01-14 00:00:00.000,318,N,2014-01-14 00:00:00.000,enolan,LVS,lmcduffie,2014-01-15 13:18:43.710,D,2014-01-15 13:18:43.710
200,"1",2015,S,"No health abnormalities currently, but animal has resolving abscesses.  Also he has had intermittent bouts of reduced appetite with environmental changes.",N,CondNon,G,694,N,2015-01-06 00:00:00.000,353,N,2015-01-06 00:00:00.000,enolan,LVS,jdavis,2015-01-15 15:16:41.410,D,2015-01-15 15:16:41.410
200,"1",2017,S,"No health abnormalities currently, but animal has resolving abscesses.  Also he has had intermittent bouts of reduced appetite with environmental changes.",N,CondNon,G,759,N,2017-01-17 00:00:00.000,335,N,2017-01-17 00:00:00.000,enolan,LVS,jdavis,2017-03-17 11:46:35.847,D,2017-03-17 11:46:35.847
200,"1",2018,S,"No health abnormalities currently, but animal has resolving abscesses.  Also he has had intermittent bouts of reduced appetite with environmental changes.",N,CondNon,G,766,N,2017-12-12 00:00:00.000,366,N,2017-12-12 00:00:00.000,enolan,LVS,jdavis,2018-03-09 11:37:08.510,D,2018-03-09 11:37:08.510
200,"1",2019,S,Apparently healthy animal with chronic scarring and deep SQ abscessation.,N,CondNon,G,699,N,2019-01-17 00:00:00.000,300,N,2019-01-17 00:00:00.000,enolan,LVS,jdavis,2019-03-29 13:30:20.520,D,2019-03-29 13:30:20.520
200,"1",2020,S,Apparently healthy animal with chronic scarring and deep SQ abscessation.,N,CondNon,G,703,N,2020-03-05 00:00:00.000,362,N,2020-03-05 00:00:00.000,enolan,LVS,lmcduffie,2020-03-21 10:14:15.140,D,2020-03-21 10:14:15.140
200,"1",2021,S,Chronic active bilateral hind end abscessation and intermittent reduced appetite.  Currently undergoing treatment for recent flare-up of abscessation on his left hind end. ,N,CondNon,G,715,N,2021-01-19 00:00:00.000,348,N,2021-01-19 00:00:00.000,enolan,LVS,lmcduffie,2021-03-13 07:22:11.177,D,2021-03-13 07:22:11.177
200,"1",2022,S,"Chronic subcutaneous abscesses on caudal dorsum. General anesthesia and surgical debridement pursued on 17Feb22 for abscess treatment. Currently undergoing therapy for post-operative azotemia, anemia and possible gastrointestinal ulcers.  ",A,CondNon,G,818,Y,2021-07-22 00:00:00.000,345,N,2021-07-22 00:00:00.000,enolan,LVS,lmcduffie,2022-03-07 12:37:55.380,D,2022-03-07 12:37:55.380
200,"1",2023,S,Chronic subcutaneous abscesses on caudal dorsum surgically debrided  17Feb22 now healed. Intermittent episodes of reduced appetite of unknown origin. Systemic condition is otherwise stable. Blood work WNL 31Jan23 with a new active abscess.,N,CondNon,G,825,N,2023-01-31 00:00:00.000,340,N,2023-02-23 00:00:00.000,enolan,LVS,lmcduffie,2023-02-27 09:18:47.760,D,2023-02-27 09:18:47.760
200,"1",2024,S,Chronic subcutaneous abscesses on caudal dorsum. Intermittent episodes of reduced appetite of unknown origin. Systemic condition otherwise stable. Recent bloodwork & physical exam (9Jan24) within normal limits.  Abscess sites continue to be monitored,N,CondNon,G,827,N,2024-01-09 00:00:00.000,348,N,2024-01-09 00:00:00.000,enolan,LVS,lmcduffie,2024-03-20 14:46:29.393,D,2024-03-20 14:46:29.393
200,"2",2009,S,normal healthy,N,CondRel,G,401,N,2009-03-17 00:00:00.000,366,N,2009-03-17 00:00:00.000,mcampbell,CIN,mcampbell,2009-08-26 12:36:00.743,D,2009-08-26 12:36:00.743
200,"2",2010,S,normal healthy,X,CondRel,G,771,N,2010-08-13 00:00:00.000,339,N,2010-08-13 00:00:00.000,testfac,LPZ,vedmonds,2010-08-23 09:21:06.113,D,2010-08-23 09:21:06.113
200,"2",2013,S,"No pending medical issues at this time, would like to see him put some more weight on, will continue to monitor him.",N,CondNon,G,638,N,2013-06-13 00:00:00.000,328,N,2013-05-21 00:00:00.000,sgearhart,SWF,bwagoner,2013-07-31 14:01:31.163,D,2013-07-31 14:01:31.163
200,"2",2014,S,"No health abnormalities currently, but animal has had intermittent bouts of reduced appetite with environmental changes.",N,CondNon,G,689,N,2014-07-03 00:00:00.000,325,N,2014-07-03 00:00:00.000,enolan,LVS,jdavis,2014-08-15 08:56:54.973,D,2014-08-15 08:56:54.973
200,"2",2015,S,"No health abnormalities currently, but animal has resolving abscesses.  Also he has had intermittent bouts of reduced appetite with environmental changes.",N,CondNon,G,739,N,2015-06-18 00:00:00.000,338,N,2015-06-18 00:00:00.000,enolan,LVS,lmcduffie,2015-08-22 12:50:53.933,D,2015-08-22 12:50:53.933
200,"2",2021,S,"Two recurrent injection site abscesses (currently stable), no other health concerns, gained weight this quarter. ",N,CondNon,G,818,N,2021-07-22 00:00:00.000,345,N,2021-07-22 00:00:00.000,enolan,LVS,lmcduffie,2021-08-17 13:18:49.643,D,2021-08-17 13:18:49.643
200,"2",2022,S,Chronic subcutaneous abscesses on caudal dorsum – surgically debrided on 17Feb22 and now healed. Intermittent episodes of reduced appetite of unknown origin. Systemic condition is otherwise stable. ,N,CondNon,G,781,N,2022-08-01 00:00:00.000,331,N,2022-08-16 00:00:00.000,enolan,LVS,lmcduffie,2022-08-23 12:24:53.990,D,2022-08-23 12:24:53.990
200,"2",2023,S,Chronic subcutaneous abscesses on caudal dorsum. Intermittent episodes of reduced appetite of unknown origin. Systemic condition is otherwise stable. Abscess sites continue to be monitored for recurrence. Bloodwork/physical 25 Jul 23 w/in normal limi,N,CondNon,G,786,N,2023-07-25 00:00:00.000,340,N,2023-07-25 00:00:00.000,enolan,LVS,lmcduffie,2023-09-06 07:28:01.573,D,2023-09-06 07:28:01.573
200,"2",2024,S,Chronic subcutaneous abscesses on caudal dorsum. Intermittent episodes of reduced appetite of unknown origin. Systemic condition is otherwise stable. Recent bloodwork & physical exam (7Aug24) within normal limits. Abscess sites continue to be monitor,N,CondNon,G,811,N,2024-07-08 00:00:00.000,340,N,2023-07-25 00:00:00.000,enolan,LVS,lmcduffie,2024-08-30 14:34:21.833,D,2024-08-30 14:34:21.833
245,"1",2014,S,"Rescued due to severe weight lost, remains thin and mild anemic, she still has a mild monocytosis. She has been eating better and has gained some weight back but still under ideal body condition, need to recheck weight and blood in few weeks.",A,CondRel,G,798,N,2014-03-09 00:00:00.000,326,N,2014-01-28 00:00:00.000,sgearhart,SWF,bwagoner,2014-03-12 05:30:16.733,D,2014-03-12 05:30:16.733
245,"1",2015,S,"Rescued in Jan. 2014 due to severe weight lost, still has some elevated blood parameters (globulins and proteins). Found to have a retained fetus (fetal bones) from a previous calf, she is currently under treatment.",A,CondRel,G,759,N,2015-03-26 00:00:00.000,315,N,2015-04-02 00:00:00.000,sgearhart,SWF,bwagoner,2015-04-02 11:33:14.950,D,2015-04-02 11:33:14.950
245,"2",2014,G,"Rescued due to severe weight lost, still has some mild elevation of monocytes and glucose, electrolytes are low. She still has active inflammation from unknown source, will need to do other diagnostic work to try and determine the problem.",A,CondRel,G,770,N,2014-07-30 00:00:00.000,326,N,2014-01-28 00:00:00.000,sgearhart,SWF,bwagoner,2014-08-05 04:05:47.223,D,2014-08-05 04:05:47.223
267,"1",2009,S,Healthy,U,CondRel,G,555,N,2008-01-22 00:00:00.000,305,N,2009-03-04 00:00:00.000,astamper,MOTE,astamper,2009-03-15 00:00:00.000,D,2009-07-09 10:54:07.033
267,"1",2010,S,Healthy,N,CondRel,G,538,N,2009-08-24 00:00:00.000,305,N,2010-01-11 00:00:00.000,astamper,MOTE,jgaspard,2010-02-15 14:31:11.517,D,2010-02-15 14:31:11.517
267,"1",2011,S,Healthy,N,CondRel,G,551,N,2010-10-29 00:00:00.000,305,N,2010-10-29 00:00:00.000,astamper,MOTE,jgaspard,2011-01-19 15:10:58.317,D,2011-01-19 15:10:58.317
267,"1",2012,S,Healthy,N,CondRel,G,526,N,2011-10-11 00:00:00.000,305,N,2011-10-11 00:00:00.000,astamper,MOTE,jgaspard,2012-02-27 11:54:14.507,D,2012-02-27 11:54:14.507
267,"1",2013,S,Healthy,N,CondRel,G,552,N,2012-11-05 00:00:00.000,305,N,2012-11-05 00:00:00.000,astamper,MOTE,jgaspard,2013-03-11 06:56:51.540,D,2013-03-11 06:56:51.540
267,"1",2014,S,Healthy,N,CondRel,G,545,N,2013-10-17 00:00:00.000,305,N,2013-10-17 00:00:00.000,astamper,MOTE,jgaspard,2014-05-07 12:10:18.333,D,2014-05-07 12:10:18.333
267,"1",2015,S,Healthy,N,CondRel,G,536,N,2015-04-16 00:00:00.000,316,N,2015-04-16 00:00:00.000,astamper,MOTE,MoteManati,2015-06-10 09:36:34.610,D,2015-06-10 09:36:34.610
267,"1",2016,S,Healthy,N,CondRel,G,530,N,2016-04-19 00:00:00.000,320,N,2016-04-19 00:00:00.000,astamper,MOTE,MoteManati,2016-06-27 06:21:59.473,D,2016-06-27 06:21:59.473
267,"1",2017,S,Healthy,N,CondRel,G,530,N,2016-10-19 00:00:00.000,320,N,2016-11-01 00:00:00.000,astamper,MOTE,MoteManati,2017-02-01 11:58:29.163,D,2017-02-01 11:58:29.163
267,"1",2020,S,Healthy,N,CondRel,,610,N,2020-02-12 00:00:00.000,313,N,2020-02-12 00:00:00.000,astamper,MOTE,MoteManati,2020-03-03 08:58:35.463,D,2020-03-03 08:58:35.463
267,"1",2022,S,Healthy,N,CondRel,,552,N,2021-09-09 00:00:00.000,316,N,2021-08-25 00:00:00.000,astamper,MOTE,afoltz,2022-02-18 06:19:10.700,D,2022-02-18 06:19:10.700
267,"2",2009,S,S,N,CondRel,G,538,N,2009-08-24 00:00:00.000,305,N,2009-08-05 00:00:00.000,astamper,MOTE,jgaspard,2009-08-26 12:29:03.553,nadimey,2010-01-04 16:39:29.543
267,"2",2010,S,Healthy,N,CondRel,G,514,N,2010-05-10 00:00:00.000,305,N,2010-05-10 00:00:00.000,astamper,MOTE,jgaspard,2010-08-06 15:14:03.760,D,2010-08-06 15:14:03.760
267,"2",2011,S,Healthy,N,CondRel,G,523,N,2011-04-22 00:00:00.000,305,N,2011-04-22 00:00:00.000,astamper,MOTE,jgaspard,2011-08-05 07:49:36.523,D,2011-08-05 07:49:36.523
267,"2",2012,S,Healthy,N,CondRel,G,514,N,2012-06-01 00:00:00.000,305,N,2012-06-01 00:00:00.000,astamper,MOTE,jgaspard,2012-08-23 09:41:29.683,D,2012-08-23 09:41:29.683
267,"2",2013,S,Healthy,N,CondRel,G,544,N,2013-05-28 00:00:00.000,305,N,2013-05-28 00:00:00.000,astamper,MOTE,jgaspard,2013-07-30 13:26:38.140,D,2013-07-30 13:26:38.140
267,"2",2014,S,Healthy,N,CondRel,G,545,N,2014-10-08 00:00:00.000,305,N,2014-10-08 00:00:00.000,astamper,MOTE,jgaspard,2014-10-27 13:38:41.410,D,2014-10-27 13:38:41.410
267,"2",2017,S,Healthy,N,CondRel,G,500,N,2017-07-14 00:00:00.000,315,N,2017-06-23 00:00:00.000,astamper,MOTE,MoteManati,2017-10-26 12:47:01.433,D,2017-10-26 12:47:01.433
267,"2",2019,S,Healthy,N,CondRel,G,591,N,2018-07-26 00:00:00.000,313,N,2018-07-26 00:00:00.000,astamper,MOTE,MoteManati,2019-07-26 14:26:21.720,D,2019-07-26 14:26:21.720
294,"1",2009,S,healthy bouyant,U,CondRel,G,1106,N,2008-09-23 00:00:00.000,318,N,2009-03-10 00:00:00.000,mrodriguez,MSQ,mrodriguez,2009-03-10 00:00:00.000,D,2009-07-09 10:54:07.033
294,"1",2010,S,healthy,N,CondNon,G,1104,N,2009-09-23 00:00:00.000,318,N,2009-09-04 00:00:00.000,mrodriguez,MSQ,mrodriguez,2010-02-10 11:43:45.800,D,2010-02-10 11:43:45.800
294,"1",2011,S,healthy,N,CondNon,G,1104,N,2008-09-23 00:00:00.000,330,N,2010-08-12 00:00:00.000,mrodriguez,MSQ,mrodriguez,2011-03-04 13:53:17.220,D,2011-03-04 13:53:17.220
294,"1",2012,S,healthy,N,CondNon,G,1181,N,2011-09-14 00:00:00.000,326,N,2011-09-26 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-02-29 13:36:48.530,D,2012-02-29 13:36:48.530
294,"1",2013,S,healthy bouyant,X,CondNon,G,1181,N,2011-09-14 00:00:00.000,326,N,2011-09-26 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-03-06 09:07:27.833,D,2013-03-06 09:07:27.833
294,"1",2014,S,healthy bouyant,N,CondNon,G,1181,N,2011-09-14 00:00:00.000,326,N,2011-09-26 00:00:00.000,mrodriguez,MSQ,mrodriguez,2014-04-03 08:52:56.427,D,2014-04-03 08:52:56.427
294,"2",2009,S,,N,CondNon,G,512,N,2009-03-10 00:00:00.000,318,N,2008-09-23 00:00:00.000,mrodriguez,MSQ,mrodriguez,2009-08-27 14:45:47.613,nadimey,2009-08-27 15:39:05.607
294,"2",2010,S,healthy,N,CondNon,G,1104,N,2008-09-23 00:00:00.000,318,N,2009-03-10 00:00:00.000,mrodriguez,MSQ,mrodriguez,2010-08-06 10:57:26.873,D,2010-08-06 10:57:26.873
294,"2",2011,S,healthy,N,CondNon,G,1104,N,2009-09-23 00:00:00.000,318,N,2009-09-04 00:00:00.000,mrodriguez,MSQ,mrodriguez,2011-07-28 11:41:58.353,D,2011-07-28 11:41:58.353
294,"2",2012,S,healthy,N,CondNon,G,1183,N,2011-09-14 00:00:00.000,326,N,2011-09-14 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-08-07 13:29:03.390,D,2012-08-07 13:29:03.390
294,"2",2013,S,healthy bouyant,X,CondNon,G,1181,N,2011-09-14 00:00:00.000,326,N,2011-09-26 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-07-23 13:38:32.623,D,2013-07-23 13:38:32.623
294,"2",2014,S,healthy bouyant,N,CondNon,G,1183,N,2011-09-14 00:00:00.000,326,N,2011-09-26 00:00:00.000,mrodriguez,MSQ,mrodriguez,2014-07-29 13:14:14.453,D,2014-07-29 13:14:14.453
294,"2",2015,S,healthy bouyant,X,CondNon,G,1179,N,2014-09-10 00:00:00.000,328,N,2015-07-31 00:00:00.000,mrodriguez,MSQ,mrodriguez,2015-08-05 12:15:56.657,D,2015-08-05 12:15:56.657
296,"1",2009,S,No health concerns at this time.,U,CondRel,G,1002,N,2008-09-04 00:00:00.000,340,N,2008-09-04 00:00:00.000,sgearhart,SWF,sgearhart,2009-03-11 00:00:00.000,D,2009-07-09 10:54:07.033
296,"1",2010,S,No current health issues at this time.,N,Release,G,1059,N,2010-02-14 00:00:00.000,344,N,2010-02-14 00:00:00.000,sgearhart,SWF,bwagoner,2010-02-15 11:28:21.423,D,2010-02-15 11:28:21.423
296,"1",2011,S,No current health issues at this time.,N,CondRel,G,1075,N,2011-10-20 00:00:00.000,332,N,2011-10-20 00:00:00.000,sgearhart,SWF,bwagoner,2011-03-06 11:08:16.150,D,2011-03-06 11:08:16.150
296,"1",2012,S,She has no pending health issues at this time.,N,CondRel,G,1116,N,2011-11-28 00:00:00.000,338,N,2011-11-28 00:00:00.000,sgearhart,SWF,bwagoner,2012-02-29 16:11:41.720,D,2012-02-29 16:11:41.720
296,"1",2013,S,She has no pending health issues at this time. ,X,CondRel,G,1118,N,2012-04-19 00:00:00.000,338,N,2012-04-19 00:00:00.000,sgearhart,SWF,bwagoner,2013-03-11 11:41:26.253,D,2013-03-11 11:41:26.253
296,"1",2014,S,She has no pending health issues at this time. Long Term Female.,N,CondNon,G,1195,N,2014-02-27 00:00:00.000,354,N,2014-02-27 00:00:00.000,sgearhart,SWF,bwagoner,2014-03-09 13:10:32.723,D,2014-03-09 13:10:32.723
296,"1",2015,S,Presently she is under treatment for a respiratory infection. No other health issues at this time. Long Term Female.,N,CondNon,,1220,N,2015-03-26 00:00:00.000,340,N,2015-03-26 00:00:00.000,sgearhart,SWF,bwagoner,2015-04-02 11:46:42.763,D,2015-04-02 11:46:42.763
296,"2",2009,G,"Open, possible GI issues will need to revaluate
her in 2 weeks, recheck blood.",A,CondRel,G,461,N,2009-09-01 00:00:00.000,341,N,2009-09-01 00:00:00.000,sgearhart,SWF,bwagoner,2009-09-01 16:17:19.687,D,2009-09-01 16:17:19.687
296,"2",2010,S,No current health issues at this time.,N,CondRel,G,1050,N,2010-06-18 00:00:00.000,346,N,2010-06-18 00:00:00.000,sgearhart,SWF,bwagoner,2010-08-08 17:04:10.400,D,2010-08-08 17:04:10.400
296,"2",2011,S,"Currently being treated for a corneal lesion, she has no other pending health issues at this time.",N,CondRel,G,1091,N,2011-03-30 00:00:00.000,344,N,2011-03-30 00:00:00.000,sgearhart,SWF,bwagoner,2011-08-01 17:00:48.690,D,2011-08-01 17:00:48.690
296,"2",2012,S,She has no pending health issues at this time.,N,CondRel,G,1118,N,2012-04-19 00:00:00.000,338,N,2011-11-28 00:00:00.000,sgearhart,SWF,bwagoner,2012-08-07 16:16:05.800,D,2012-08-07 16:16:05.800
296,"2",2013,S,She has no pending health issues at this time. Long term female.,N,CondNon,G,1159,N,2013-05-07 00:00:00.000,338,N,2013-05-07 00:00:00.000,sgearhart,SWF,bwagoner,2013-07-31 14:08:38.053,D,2013-07-31 14:08:38.053
296,"2",2014,S,No pending health issues at this time. Long Term Female.,N,CondNon,,1180,N,2014-08-06 00:00:00.000,348,N,2014-08-06 00:00:00.000,sgearhart,SWF,bwagoner,2014-08-07 09:31:44.883,D,2014-08-07 09:31:44.883
296,"2",2015,S,No pending health issues at this time. Long Term Female.,X,CondNon,,1220,N,2015-03-26 00:00:00.000,340,N,2015-03-26 00:00:00.000,sgearhart,SWF,bwagoner,2015-08-10 12:19:53.247,D,2015-08-10 12:19:53.247
296,"2",2020,S,No pending health issues at this time. Long Term Female.,N,CondNon,,1238,N,2020-07-23 00:00:00.000,349,N,2020-07-23 00:00:00.000,sgearhart,SWF,lbraso,2020-08-03 11:33:33.607,D,2020-08-03 11:33:33.607
296,"2",2023,S,normal. ,N,CondNon,,1422,N,2023-08-18 00:00:00.000,365,N,2023-08-18 00:00:00.000,sdirocco,SWF,lbraso,2023-09-17 10:40:42.663,D,2023-09-17 10:40:42.663
313,"1",2009,S,Healthy,U,CondRel,G,772,N,2008-01-22 00:00:00.000,335,U,2009-03-04 00:00:00.000,astamper,MOTE,astamper,2009-03-15 00:00:00.000,D,2009-07-09 10:54:07.033
313,"1",2010,S,Healthy,N,CondRel,G,786,N,2009-08-24 00:00:00.000,335,N,2010-01-11 00:00:00.000,astamper,MOTE,jgaspard,2010-02-15 14:34:05.457,D,2010-02-15 14:34:05.457
313,"1",2011,S,Healthy,N,CondRel,G,794,N,2010-10-29 00:00:00.000,335,N,2010-10-29 00:00:00.000,astamper,MOTE,jgaspard,2011-01-19 15:09:19.787,D,2011-01-19 15:09:19.787
313,"1",2012,S,Healthy,N,CondRel,G,782,N,2011-10-11 00:00:00.000,335,N,2011-10-11 00:00:00.000,astamper,MOTE,jgaspard,2012-02-27 11:52:30.367,D,2012-02-27 11:52:30.367
313,"1",2013,S,Healthy,N,CondRel,G,797,N,2012-11-05 00:00:00.000,335,N,2012-11-05 00:00:00.000,astamper,MOTE,jgaspard,2013-03-11 06:57:59.357,D,2013-03-11 06:57:59.357
313,"1",2014,S,Healthy,N,CondRel,G,829,N,2013-10-23 00:00:00.000,335,N,2013-10-23 00:00:00.000,astamper,MOTE,jgaspard,2014-05-07 12:07:23.467,D,2014-05-07 12:07:23.467
313,"1",2015,S,Healthy,N,CondRel,G,802,N,2015-04-16 00:00:00.000,340,N,2015-04-16 00:00:00.000,astamper,MOTE,MoteManati,2015-06-10 09:39:52.900,D,2015-06-10 09:39:52.900
313,"1",2016,S,Healthy,N,CondRel,G,832,N,2016-04-19 00:00:00.000,345,N,2016-04-19 00:00:00.000,astamper,MOTE,MoteManati,2016-06-27 06:24:29.853,D,2016-06-27 06:24:29.853
313,"1",2017,S,Healthy,N,CondRel,G,819,N,2016-10-19 00:00:00.000,348,N,2016-11-01 00:00:00.000,astamper,MOTE,MoteManati,2017-02-01 12:00:22.623,D,2017-02-01 12:00:22.623
313,"1",2020,S,Healthy,N,CondRel,,852,N,2020-02-12 00:00:00.000,344,N,2020-02-12 00:00:00.000,astamper,MOTE,MoteManati,2020-03-03 08:55:46.553,D,2020-03-03 08:55:46.553
313,"1",2022,S,Healthy,N,CondRel,,845,N,2021-09-09 00:00:00.000,349,N,2021-08-25 00:00:00.000,astamper,MOTE,afoltz,2022-02-18 06:21:14.853,D,2022-02-18 06:21:14.853
313,"1",2024,S,Healthy,N,CondRel,,845,N,2023-09-09 00:00:00.000,349,N,2023-09-10 00:00:00.000,astamper,MOTE,afoltz,2024-01-03 16:26:43.477,D,2024-01-03 16:26:43.477
313,"2",2009,S,Stable,N,CondRel,G,786,N,2009-08-24 00:00:00.000,335,N,2009-08-05 00:00:00.000,astamper,MOTE,jgaspard,2009-08-26 12:45:41.237,nadimey,2010-01-04 16:40:09.683
313,"2",2010,S,Healthy,N,CondRel,G,786,N,2010-05-10 00:00:00.000,335,N,2010-05-10 00:00:00.000,astamper,MOTE,jgaspard,2010-08-06 15:33:09.533,D,2010-08-06 15:33:09.533
313,"2",2011,S,Healthy,N,CondRel,G,773,N,2011-04-22 00:00:00.000,335,N,2011-04-22 00:00:00.000,astamper,MOTE,jgaspard,2011-08-05 07:51:39.317,D,2011-08-05 07:51:39.317
313,"2",2012,S,Healthy,N,CondRel,G,777,N,2012-06-01 00:00:00.000,335,N,2012-06-01 00:00:00.000,astamper,MOTE,jgaspard,2012-08-23 09:43:02.060,D,2012-08-23 09:43:02.060
313,"2",2013,S,Healthy,N,CondRel,G,804,N,2013-05-28 00:00:00.000,335,N,2013-05-28 00:00:00.000,astamper,MOTE,jgaspard,2013-07-30 13:25:35.730,D,2013-07-30 13:25:35.730
313,"2",2014,S,Healthy,N,CondRel,G,843,N,2014-10-08 00:00:00.000,335,N,2014-10-08 00:00:00.000,astamper,MOTE,jgaspard,2014-10-27 13:36:07.557,D,2014-10-27 13:36:07.557
313,"2",2017,S,Healthy,N,CondRel,G,819,Y,2017-06-20 00:00:00.000,346,N,2017-06-23 00:00:00.000,astamper,MOTE,MoteManati,2017-10-26 12:51:05.097,D,2017-10-26 12:51:05.097
313,"2",2019,S,Healthy,N,CondRel,G,860,N,2018-07-26 00:00:00.000,344,N,2019-07-26 00:00:00.000,astamper,MOTE,MoteManati,2019-07-26 14:28:35.793,D,2019-07-26 14:28:35.793
355,"1",2009,S,Healthy,U,NonRel,G,759,N,2003-01-30 00:00:00.000,338,N,2003-01-30 00:00:00.000,mrodriguez,MSQ,mrodriguez,2009-03-10 00:00:00.000,D,2009-07-09 10:54:07.033
355,"1",2010,S,old,N,NonPreAct,G,816,Y,2009-08-26 00:00:00.000,338,N,2009-01-30 00:00:00.000,mrodriguez,MSQ,mrodriguez,2010-02-10 11:55:04.413,D,2010-02-10 11:55:04.413
355,"1",2011,S,old,N,NonPreAct,G,864,N,2010-08-10 00:00:00.000,350,N,2011-02-02 00:00:00.000,mrodriguez,MSQ,mrodriguez,2011-03-04 13:51:15.800,D,2011-03-04 13:51:15.800
355,"1",2012,S,old,N,NonPreAct,G,864,N,2010-08-10 00:00:00.000,350,N,2011-02-02 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-02-29 13:40:50.420,D,2012-02-29 13:40:50.420
355,"1",2013,S,old,X,NonPreAct,G,864,N,2010-08-10 00:00:00.000,360,N,2012-12-13 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-03-06 09:01:37.453,D,2013-03-06 09:01:37.453
355,"1",2014,S,old (est 62 yr),X,NonPreAct,G,864,N,2010-08-10 00:00:00.000,350,N,2011-02-02 00:00:00.000,mrodriguez,MSQ,mrodriguez,2014-04-03 08:47:37.303,D,2014-04-03 08:47:37.303
355,"1",2019,S,"old (est 64-67 yr), Slightly elevated creatinine. ",A,NonPreAct,G,864,N,2010-08-10 00:00:00.000,364,N,2015-07-09 00:00:00.000,mrodriguez,MSQ,mrodriguez,2019-03-08 11:37:10.913,D,2019-03-08 11:37:10.913
355,"2",2009,S,,X,NonPreAct,G,370,Y,2009-08-25 00:00:00.000,338,N,2003-01-30 00:00:00.000,mrodriguez,MSQ,mrodriguez,2009-08-27 14:49:18.130,nadimey,2009-08-27 15:40:15.170
355,"2",2010,S,old,N,NonPreAct,G,816,Y,2010-08-06 00:00:00.000,328,N,2010-02-19 00:00:00.000,mrodriguez,MSQ,mrodriguez,2010-08-06 10:55:38.077,D,2010-08-06 10:55:38.077
355,"2",2011,S,old,N,NonPreAct,G,816,Y,2009-08-26 00:00:00.000,338,N,2009-01-30 00:00:00.000,mrodriguez,MSQ,mrodriguez,2011-07-28 11:30:14.367,D,2011-07-28 11:30:14.367
355,"2",2012,S,old,N,NonPreAct,G,816,N,2009-08-26 00:00:00.000,338,N,2012-01-30 00:00:00.000,mrodriguez,MSQ,mrodriguez,2012-08-07 12:33:11.047,D,2012-08-07 12:33:11.047
355,"2",2013,S,old,X,NonPreAct,G,865,N,2010-08-10 00:00:00.000,360,N,2012-12-13 00:00:00.000,mrodriguez,MSQ,mrodriguez,2013-07-23 13:31:43.450,D,2013-07-23 13:31:43.450
355,"2",2014,S,old (est 62 yr),X,NonPreAct,G,864,N,2010-08-10 00:00:00.000,360,N,2012-12-13 00:00:00.000,mrodriguez,MSQ,mrodriguez,2014-07-29 13:20:39.467,D,2014-07-29 13:20:39.467
355,"2",2015,S,"old (est 63 yr), slightly elevated creatinine",A,NonPreAct,G,864,N,2010-08-10 00:00:00.000,364,N,2015-07-09 00:00:00.000,mrodriguez,MSQ,mrodriguez,2015-08-05 12:17:34.087,D,2015-08-05 12:17:34.087
369,"1",2009,S,papilloma exposed,U,CondRel,G,677,N,2009-02-02 00:00:00.000,294,N,2009-02-02 00:00:00.000,gmyers,COL,gmyers,2009-03-13 00:00:00.000,D,2009-07-09 10:54:07.033
