"MLog","TagType","DateApplied","TagId","Info","Event","EventDate","CreateBy","CreateDate","UpdateBy","UpdateDate"
1319,Pit-L,2012-01-05 00:00:00.000,"0006EE3EC7","Pit tag placed into the left shoulder area with number
0006EE3EC7",Rescue,2011-08-06 00:00:00.000,bwagoner,2012-01-12 16:00:06.180,D,2012-01-12 16:00:06.180
1319,Pit-R,2012-01-05 00:00:00.000,"0006EE4A12","Pit tag placed into right shoulder area with number
0006EE4A12",Rescue,2011-08-06 00:00:00.000,bwagoner,2012-01-12 15:58:39.760,D,2012-01-12 15:58:39.760
1320,Pit-L,2011-09-27 00:00:00.000,"0006718B21",,Release,2011-10-18 00:00:00.000,dszemer,2012-01-27 12:34:59.840,D,2012-01-27 12:34:59.840
1320,Pit-R,2011-09-27 00:00:00.000,"000671D978",,Release,2011-10-18 00:00:00.000,dszemer,2012-01-27 12:35:23.437,D,2012-01-27 12:35:23.437
1332,Pit-L,2011-09-12 00:00:00.000,"0006DD0690",,Rescue,2011-09-12 00:00:00.000,ngordon,2011-09-19 15:15:30.500,D,2011-09-19 15:15:30.500
1332,Pit-R,2011-09-12 00:00:00.000,"0006DD154E",,Rescue,2011-09-12 00:00:00.000,ngordon,2011-09-19 15:16:28.660,D,2011-09-19 15:16:28.660
1334,VHF,2011-09-14 00:00:00.000,VHF 697,,Rescue,2011-09-14 00:00:00.000,arhoads,2011-10-07 10:40:45.930,D,2011-10-07 10:40:45.930
1335,Pit-L,2011-09-15 00:00:00.000,"0006726C4E",,Rescue,2011-09-15 00:00:00.000,arhoads,2011-10-07 11:40:54.727,D,2011-10-07 11:40:54.727
1335,Pit-R,2011-09-15 00:00:00.000,"0006722405",,Rescue,2011-09-15 00:00:00.000,arhoads,2011-10-07 11:40:54.727,D,2011-10-07 11:40:54.727
1339,Pit-L,2011-10-29 00:00:00.000,"0006719A88",,Rescue,2011-10-29 00:00:00.000,arhoads,2011-12-16 10:20:47.893,D,2011-12-16 10:20:47.893
1339,Pit-R,2011-10-29 00:00:00.000,"0006720A3E",,Rescue,2011-10-29 00:00:00.000,arhoads,2011-12-16 10:21:15.897,D,2011-12-16 10:21:15.897
1340,Pit-L,2011-10-29 00:00:00.000,N/A error ,"unable to insert, attempted twice, error with PIT tag applicator",Rescue,2011-10-29 00:00:00.000,arhoads,2011-12-16 10:28:13.367,D,2011-12-16 10:28:13.367
1340,Pit-R,2011-10-29 00:00:00.000,"00067114DC",,Rescue,2011-10-29 00:00:00.000,arhoads,2011-12-16 10:27:26.913,D,2011-12-16 10:27:26.913
1346,Pit-L,2012-03-08 00:00:00.000,"0006721867",,Rescue,2011-12-28 00:00:00.000,vedmonds,2012-03-08 19:44:08.397,dszemer,2012-03-09 11:01:55.030
1346,Pit-R,2012-03-08 00:00:00.000,"0006722AA3",,Rescue,2011-12-28 00:00:00.000,vedmonds,2012-03-08 19:43:19.447,dszemer,2012-03-09 11:03:08.487
1349,Pit-L,2012-01-17 00:00:00.000,"00063D8948",,Rescue,2012-01-17 00:00:00.000,bwagoner,2012-01-23 15:29:04.223,ngordon,2022-07-11 09:55:50.503
1349,Pit-R,2012-01-17 00:00:00.000,"00063D98AD",,Rescue,2012-01-17 00:00:00.000,bwagoner,2012-01-23 15:29:04.240,ngordon,2022-07-11 09:55:43.710
1350,Pit-L,2013-02-26 00:00:00.000,"0006DCEF63",,"",,vedmonds,2013-03-18 15:27:04.053,D,2013-03-18 15:27:04.053
1350,Pit-R,2013-02-26 00:00:00.000,"0006DD1F0E",,"",,mmargold,2014-01-21 11:59:26.347,D,2014-01-21 11:59:26.347
1351,Pit-L,2012-05-15 00:00:00.000,"0006727274",,Release,2012-05-15 00:00:00.000,nadimey,2013-02-13 10:19:49.840,D,2013-02-13 10:19:49.840
1351,Pit-R,2012-05-15 00:00:00.000,"0006720920",,Release,2012-05-15 00:00:00.000,nadimey,2013-02-13 10:20:28.990,D,2013-02-13 10:20:28.990
1355,Pit-L,2011-02-22 00:00:00.000,"000671E1E2",,Rescue,2011-02-22 00:00:00.000,dszemer,2012-02-01 13:55:33.913,D,2012-02-01 13:55:33.913
1355,Pit-R,2011-02-22 00:00:00.000,"000671A72E",,Rescue,2011-02-22 00:00:00.000,dszemer,2012-02-01 13:56:11.420,D,2012-02-01 13:56:11.420
1356,Pit-L,2011-05-07 00:00:00.000,"0006726FE2",,Rescue,2011-05-07 00:00:00.000,dszemer,2012-02-01 14:02:08.670,D,2012-02-01 14:02:08.670
1356,Pit-R,2011-05-07 00:00:00.000,"00067125FF",,Rescue,2011-05-07 00:00:00.000,dszemer,2012-02-01 14:02:40.673,D,2012-02-01 14:02:40.673
1362,new belt,2012-12-04 00:00:00.000,FWC 68,"Belt color - green
Belt sonic ID - FWC S105
PI - 938 msec",Release,2012-12-04 00:00:00.000,jlinvill,2012-12-09 09:55:22.790,D,2012-12-09 09:55:22.790
1362,Pit-L,2012-11-29 00:00:00.000,"0006F0F28C",,Release,2012-12-04 00:00:00.000,jlinvill,2012-12-09 09:47:20.737,D,2012-12-09 09:47:20.737
1362,Pit-R,2012-11-29 00:00:00.000,"0006F02442",,Release,2012-12-04 00:00:00.000,jlinvill,2012-12-09 09:46:30.803,D,2012-12-09 09:46:30.803
1362,Satellite,2012-12-04 00:00:00.000,"117511 yel","Tag/Antenna Color - black/yellow
VHF Frequency - 967",Release,2012-12-04 00:00:00.000,jlinvill,2012-12-09 09:52:39.860,D,2012-12-09 09:52:39.860
1363,Pit-L,2012-01-25 00:00:00.000,"0006EFF950",,Release,2012-05-15 00:00:00.000,jlinvill,2012-05-24 12:00:57.420,D,2012-05-24 12:00:57.420
1363,Pit-R,2012-01-25 00:00:00.000,"0006F11A08",,Release,2012-05-15 00:00:00.000,jlinvill,2012-05-24 12:01:32.610,D,2012-05-24 12:01:32.610
1364,Pit-L,2012-09-25 00:00:00.000,"000671CA41",,"",,vedmonds,2012-10-09 14:53:28.027,D,2012-10-09 14:53:28.027
1364,Pit-R,2012-09-25 00:00:00.000,"0006722255",,"",,vedmonds,2012-10-09 14:52:47.527,D,2012-10-09 14:52:47.527
1366,Pit-L,2012-04-26 00:00:00.000,"0006EE25B9","Animal was pit tagged in left shoulder area with pit
tag #0006EE25B9 for future release.",Rescue,2012-02-17 00:00:00.000,bwagoner,2012-04-26 13:09:01.023,D,2012-04-26 13:09:01.023
1366,Pit-R,2012-04-26 00:00:00.000,"0006F3CC40","Animal was pit tagged in right shoulder area with pit 
tag #0006F3CC40 for future release.",Rescue,2012-02-17 00:00:00.000,bwagoner,2012-04-26 13:07:09.200,D,2012-04-26 13:07:09.200
1367,Pit-L,2012-02-22 00:00:00.000,"0006E94CCC",,Rescue,2012-02-22 00:00:00.000,bwagoner,2012-02-29 13:12:34.977,D,2012-02-29 13:12:34.977
1367,Pit-R,2012-02-22 00:00:00.000,"0006E7BEAA",,Rescue,2012-02-22 00:00:00.000,bwagoner,2012-02-29 13:12:34.990,D,2012-02-29 13:12:34.990
1368,Pit-L,2012-04-10 00:00:00.000,"0006758AF6",,"",,vedmonds,2012-05-16 18:35:06.430,D,2012-05-16 18:35:06.430
1368,Pit-R,2012-04-10 00:00:00.000,"000671A7A2",,"",,vedmonds,2012-05-16 18:34:28.520,D,2012-05-16 18:34:28.520
1369,Pit-L,2012-04-10 00:00:00.000,"000671B442",,"",,vedmonds,2012-05-16 18:32:49.717,D,2012-05-16 18:32:49.717
1369,Pit-R,2012-04-10 00:00:00.000,"000671888C",,"",,vedmonds,2012-05-16 18:32:14.543,D,2012-05-16 18:32:14.543
1371,Pit-L,2013-02-26 00:00:00.000,"0006DCFF32",,"",,vedmonds,2013-03-18 15:25:08.170,D,2013-03-18 15:25:08.170
1371,Pit-R,2013-02-26 00:00:00.000,"0006DCFE66",,"",,vedmonds,2013-03-18 15:25:53.220,D,2013-03-18 15:25:53.220
1372,Pit-L,2012-04-10 00:00:00.000,"00067200F9",Right PIT tag failed.  Manatee will only have one PIT tag on the left,"",,vedmonds,2012-05-16 18:37:13.623,D,2012-05-16 18:37:13.623
1377,Pit-L,2012-03-05 00:00:00.000,"00067236B4",,Rescue,2012-03-05 00:00:00.000,vedmonds,2012-03-08 19:37:43.020,D,2012-03-08 19:37:43.020
1377,Pit-R,2012-03-05 00:00:00.000,"000671DC78",,Rescue,2012-03-05 00:00:00.000,vedmonds,2012-03-08 19:37:43.037,D,2012-03-08 19:37:43.037
1378,Pit-L,2012-01-25 00:00:00.000,"000671B437",,Rescue,2012-01-25 00:00:00.000,ngordon,2012-03-09 15:22:19.890,D,2012-03-09 15:22:19.890
1378,Pit-R,2012-01-25 00:00:00.000,"0006723386",,Rescue,2012-01-25 00:00:00.000,ngordon,2012-03-09 15:22:19.907,D,2012-03-09 15:22:19.907
1379,Pit-L,2012-01-25 00:00:00.000,"00067261B3",,Rescue,2012-01-25 00:00:00.000,ngordon,2012-03-09 15:34:00.733,D,2012-03-09 15:34:00.733
1379,Pit-R,2012-01-25 00:00:00.000,"000671BC00",,Rescue,2012-01-25 00:00:00.000,ngordon,2012-03-09 15:34:00.773,D,2012-03-09 15:34:00.773
1384,Pit-L,2012-03-19 00:00:00.000,"0006F0FF89",,"",,jlinvill,2012-08-02 11:46:41.263,D,2012-08-02 11:46:41.263
1384,Pit-R,2012-03-19 00:00:00.000,"0006F2621F",,"",,jlinvill,2012-08-02 11:46:08.330,D,2012-08-02 11:46:08.330
1385,Pit-L,2012-10-23 00:00:00.000,"00074DDBE4","Animal was pit tagged in left shoulder area with 
Tag #00074DDBE4 on day of release.",Release,2012-10-23 00:00:00.000,bwagoner,2012-10-24 09:10:12.213,D,2012-10-24 09:10:12.213
1385,Pit-R,2012-10-23 00:00:00.000,"00074FC023","Animal was pit tagged in right shoulder area with
tag #00074FC023 on day of release.",Release,2012-10-23 00:00:00.000,bwagoner,2012-10-24 09:12:55.183,D,2012-10-24 09:12:55.183
1395,Pit-L,2012-07-26 00:00:00.000,"0006DD9368",,"",,vedmonds,2012-07-26 20:13:02.437,D,2012-07-26 20:13:02.437
1395,Pit-R,2012-07-26 00:00:00.000,"0006DD7BC9",,"",,vedmonds,2012-07-26 20:14:00.203,D,2012-07-26 20:14:00.203
1399,Pit-L,2012-05-22 00:00:00.000,"0006F28460",,Release,2012-07-17 00:00:00.000,jlinvill,2012-08-02 11:58:23.570,D,2012-08-02 11:58:23.570
1399,Pit-R,2012-05-22 00:00:00.000,"0006F28494",,Release,2012-07-17 00:00:00.000,jlinvill,2012-08-02 11:57:43.567,D,2012-08-02 11:57:43.567
1400,Pit-L,2012-05-22 00:00:00.000,"0006F11876",,Release,2012-07-17 00:00:00.000,jlinvill,2012-08-02 12:06:56.953,D,2012-08-02 12:06:56.953
1400,Pit-R,2012-05-22 00:00:00.000,"0006F2712E",,Release,2012-07-17 00:00:00.000,jlinvill,2012-08-02 12:06:16.620,D,2012-08-02 12:06:16.620
1404,Pit-L,2012-08-02 00:00:00.000,"0006F3C947",,Release,2012-08-02 00:00:00.000,dszemer,2012-08-06 11:21:51.510,D,2012-08-06 11:21:51.510
1404,Pit-R,2012-08-02 00:00:00.000,"0006DF26D1",,Release,2012-08-02 00:00:00.000,dszemer,2012-08-06 11:22:35.473,D,2012-08-06 11:22:35.473
1404,VHF,2012-08-02 00:00:00.000,"9102","S2S tag:  yellow and blue w/black antenna, yellow belt, VHF Freq: 866 Sonic: 77",Release,2012-08-02 00:00:00.000,dszemer,2012-08-06 11:25:02.880,D,2012-08-06 11:25:02.880
1409,Pit-L,2012-09-25 00:00:00.000,"0006721F9B",,"",,vedmonds,2012-10-09 15:00:24.503,D,2012-10-09 15:00:24.503
1409,Pit-R,2012-09-25 00:00:00.000,"000671E903",small abcess developed from right PIT tag.  Appears that tag is still in animal.,"",,vedmonds,2012-10-09 14:59:13.463,D,2012-10-09 14:59:13.463
1410,Pit-L,2012-09-25 00:00:00.000,"0006721CAB",,"",,vedmonds,2013-01-03 19:08:57.097,D,2013-01-03 19:08:57.097
1410,Pit-R,2012-09-25 00:00:00.000,"0006721FBE",,"",,vedmonds,2013-01-03 19:08:20.393,D,2013-01-03 19:08:20.393
1412,FB,2014-11-13 00:00:00.000,"03",,Release,2015-03-03 00:00:00.000,jlinvill,2015-03-06 16:37:42.080,D,2015-03-06 16:37:42.080
1412,Pit-L,2014-11-13 00:00:00.000,"00072AA9B7",,Release,2015-03-03 00:00:00.000,jlinvill,2015-03-06 16:42:42.553,D,2015-03-06 16:42:42.553
1412,Pit-R,2014-11-13 00:00:00.000,"00072A78C0",,Release,2015-03-03 00:00:00.000,jlinvill,2015-03-06 16:43:30.173,D,2015-03-06 16:43:30.173
1412,Satellite,2015-03-03 00:00:00.000,"9102",With blue and yellow stripes on the base. Yellow and white stripes on the antenna.,Release,2015-03-03 00:00:00.000,jlinvill,2015-03-17 16:09:34.110,D,2015-03-17 16:09:34.110
1413,Pit-L,2012-08-16 00:00:00.000,"0006DD82B8",,"",,vedmonds,2012-09-20 12:12:25.040,D,2012-09-20 12:12:25.040
1413,Pit-R,2012-08-16 00:00:00.000,"0006DD451E",,"",,vedmonds,2012-09-20 12:11:40.973,D,2012-09-20 12:11:40.973
1414,Pit-L,2012-08-16 00:00:00.000,"0006DD7BCB",,"",,vedmonds,2012-09-20 12:10:16.360,D,2012-09-20 12:10:16.360
1414,Pit-R,2012-08-16 00:00:00.000,"000600FF26",,"",,vedmonds,2012-09-20 12:08:48.583,D,2012-09-20 12:08:48.583
1415,Pit-L,2012-07-03 00:00:00.000,"000671C6CA",,Rescue,2012-07-03 00:00:00.000,jcassady,2012-08-24 12:52:09.183,D,2012-08-24 12:52:09.183
1415,Pit-R,2012-07-03 00:00:00.000,"00067210FA",,Rescue,2012-07-03 00:00:00.000,jcassady,2012-08-24 12:52:09.183,D,2012-08-24 12:52:09.183
1416,Pit-L,2012-06-12 00:00:00.000,"0006721E35",,Rescue,2012-06-12 00:00:00.000,dszemer,2012-09-04 12:12:13.777,D,2012-09-04 12:12:13.777
1416,Pit-R,2012-06-12 00:00:00.000,"000671988B",,Rescue,2012-06-12 00:00:00.000,dszemer,2012-09-04 12:12:13.793,D,2012-09-04 12:12:13.793
1417,Pit-L,2012-06-28 00:00:00.000,"0006719974",,Rescue,2012-06-28 00:00:00.000,dszemer,2012-09-05 09:53:30.067,D,2012-09-05 09:53:30.067
1417,Pit-R,2012-06-28 00:00:00.000,"000672285E",,Rescue,2012-06-28 00:00:00.000,dszemer,2012-09-05 09:53:30.070,D,2012-09-05 09:53:30.070
1418,Pit-L,2012-07-05 00:00:00.000,"000671ADE2",,Rescue,2012-07-05 00:00:00.000,dszemer,2012-09-05 11:56:15.583,D,2012-09-05 11:56:15.583
1418,Pit-R,2012-07-05 00:00:00.000,"0006718B95",,Rescue,2012-07-05 00:00:00.000,dszemer,2012-09-05 11:56:15.587,D,2012-09-05 11:56:15.587
1419,Pit-L,2012-09-25 00:00:00.000,"00074FC634",Pit tagged in the left shoulder area with tag # 00074FC634,Rescue,2012-08-28 00:00:00.000,bwagoner,2012-09-30 14:41:54.183,D,2012-09-30 14:41:54.183
1419,Pit-R,2012-09-25 00:00:00.000,"00074DA04D",Pit tagged in the right shoulder area with tag #00074DA04D,Rescue,2012-08-28 00:00:00.000,bwagoner,2012-09-30 14:43:29.120,D,2012-09-30 14:43:29.120
1419,Satellite,2013-08-13 00:00:00.000,"45746",,Release,2013-08-13 00:00:00.000,slehr,2013-08-30 12:34:58.047,D,2013-08-30 12:34:58.047
1421,Pit-L,2012-07-02 00:00:00.000,"000671D252",,Rescue,2012-07-02 00:00:00.000,dszemer,2012-09-19 12:05:24.643,D,2012-09-19 12:05:24.643
1421,Pit-R,2012-07-02 00:00:00.000,"0006721FE4",,Rescue,2012-07-02 00:00:00.000,dszemer,2012-09-19 12:05:24.643,D,2012-09-19 12:05:24.643
1433,GPS,2014-02-27 00:00:00.000,"64243",Tag has green and yellow strips. The antenna has yellow and white strips.,Release,2014-02-27 00:00:00.000,jlinvill,2014-03-11 08:30:20.510,D,2014-03-11 08:30:20.510
1433,Pit-L,2014-01-29 00:00:00.000,"0006F12302",,Release,2014-02-27 00:00:00.000,jlinvill,2014-03-08 16:53:06.330,D,2014-03-08 16:53:06.330
1433,Pit-R,2014-01-29 00:00:00.000,"0006F10012",,Release,2014-02-27 00:00:00.000,jlinvill,2014-03-08 16:52:13.763,D,2014-03-08 16:52:13.763
1436,Pit-L,2012-10-06 00:00:00.000,"000025D26E",,Rescue,2012-10-06 00:00:00.000,vedmonds,2013-01-03 18:55:50.543,D,2013-01-03 18:55:50.543
1436,Pit-R,2012-10-06 00:00:00.000,"00001C3CEE",,Rescue,2012-10-06 00:00:00.000,vedmonds,2013-01-03 18:55:50.550,D,2013-01-03 18:55:50.550
1437,Pit-L,2013-06-13 00:00:00.000,"0006DEE978",Pit tagged in left shoulder area with #0006DEE978 prior to release in Boca Grande.,Release,2013-06-13 00:00:00.000,bwagoner,2013-06-14 04:59:22.767,D,2013-06-14 04:59:22.767
1437,Pit-R,2013-06-13 00:00:00.000,"00074FDFD0",Pit tagged in right shoulder area with #00074FDFD0 prior to release in Boca Grande,Release,2013-06-13 00:00:00.000,bwagoner,2013-06-14 04:57:24.570,D,2013-06-14 04:57:24.570
1438,Pit-L,2013-02-22 00:00:00.000,"0006DD0427",,"",,vedmonds,2013-03-18 15:05:50.200,D,2013-03-18 15:05:50.200
1438,Pit-R,2013-02-22 00:00:00.000,"0006DD1946",,"",,vedmonds,2013-03-18 15:06:36.890,D,2013-03-18 15:06:36.890
1439,Pit-L,2013-03-12 00:00:00.000,"0006DD2105",,Transfer,2013-03-12 00:00:00.000,vedmonds,2013-03-18 16:01:09.353,dszemer,2013-07-01 11:48:25.850
1439,Pit-R,2013-03-12 00:00:00.000,"0006DD746E",Did not read.,Transfer,2013-03-14 00:00:00.000,dszemer,2013-07-01 12:31:08.030,dszemer,2013-07-01 12:32:41.023
1439,Pit-R,2013-06-19 00:00:00.000,"0006DD7922",,Release,2013-06-19 00:00:00.000,dszemer,2013-07-01 12:31:48.520,dszemer,2013-07-01 12:33:24.807
1440,Pit-L,2013-12-19 00:00:00.000,"0006DD160E",,"",,vedmonds,2014-01-30 11:48:55.577,D,2014-01-30 11:48:55.577
1440,Pit-R,2013-12-19 00:00:00.000,"0006DCFC42",,"",,vedmonds,2014-01-30 11:49:37.203,D,2014-01-30 11:49:37.203
1442,Pit-L,2013-06-20 00:00:00.000,"00074EF1CB",Pit tagged in left shoulder area with #00074EF1CB for future release,Rescue,2012-12-02 00:00:00.000,bwagoner,2013-06-20 09:50:40.433,D,2013-06-20 09:50:40.433
1442,Pit-R,2013-06-20 00:00:00.000,"00074DAF24",Pit tagged in right shoulder area with #00074DAF24 for future release.,Rescue,2012-12-02 00:00:00.000,bwagoner,2013-06-20 09:48:31.327,D,2013-06-20 09:48:31.327
1443,Pit-L,2013-06-26 00:00:00.000,"00074FD685",Pit tagged in left shoulder area with #00074FD685 for future release.,Rescue,2012-12-18 00:00:00.000,bwagoner,2013-06-26 16:02:22.820,D,2013-06-26 16:02:22.820
1443,Pit-R,2013-06-26 00:00:00.000,"00074FDFE0",Pit tagged in right shoulder area with #00074FDFE0 for future release.,Rescue,2012-12-18 00:00:00.000,bwagoner,2013-06-26 15:59:57.207,D,2013-06-26 15:59:57.207
1445,Pit-L,2013-06-26 00:00:00.000,"0007291516",Pit tagged in left shoulder area with #0007291516 for future release.,Rescue,2012-12-20 00:00:00.000,bwagoner,2013-06-26 16:10:05.077,D,2013-06-26 16:10:05.077
1445,Pit-R,2013-06-26 00:00:00.000,"00074FFE72",Pit tagged in right shoulder area with #00074FFE72 for future release.,Rescue,2012-12-20 00:00:00.000,bwagoner,2013-06-26 16:08:42.750,D,2013-06-26 16:08:42.750
1446,Pit-L,2013-12-19 00:00:00.000,"0006DD78A0",,Release,2014-01-15 00:00:00.000,vedmonds,2014-01-30 12:01:24.520,D,2014-01-30 12:01:24.520
1447,Pit-L,2013-06-04 00:00:00.000,"0006DD7EF1",,Rescue,2013-01-13 00:00:00.000,dszemer,2013-06-05 08:23:17.257,D,2013-06-05 08:23:17.257
1447,Pit-R,2013-06-01 00:00:00.000,"0006C9D5ED",,Rescue,2013-01-13 00:00:00.000,dszemer,2013-06-05 08:23:56.680,D,2013-06-05 08:23:56.680
1447,Pit-R,2013-06-04 00:00:00.000,"0006DD8945",Did not scan.  Another PIT tag inserted.,Rescue,2013-01-13 00:00:00.000,dszemer,2013-06-05 08:25:27.487,D,2013-06-05 08:25:27.487
1448,Pit-L,2013-06-20 00:00:00.000,"0006F3DDBC",Pit tagged in left shoulder area with #0006F3DDBC for future release.,Transfer,2013-03-06 00:00:00.000,bwagoner,2013-06-20 09:54:39.617,D,2013-06-20 09:54:39.617
1448,Pit-R,2013-06-20 00:00:00.000,"000728797B",Pit tagged in right shoulder area with #000728797B for future release.,Transfer,2013-03-06 00:00:00.000,bwagoner,2013-06-20 09:53:04.257,D,2013-06-20 09:53:04.257
1451,Pit-L,2013-12-10 00:00:00.000,"00074DCF52",Pit tagged in left shoulder area with #00074DCF52 for future release.,Rescue,2013-01-09 00:00:00.000,bwagoner,2013-12-15 12:03:41.453,D,2013-12-15 12:03:41.453
1451,Pit-R,2013-12-10 00:00:00.000,"00074F031B",Pit tagged in right shoulder area with #00074F031B for future release.,Rescue,2013-01-09 00:00:00.000,bwagoner,2013-12-15 12:01:54.233,D,2013-12-15 12:01:54.233
1456,Pit-L,2013-12-10 00:00:00.000,"00074DC581",Pit tagged in left shoulder area with #00074DC581 for future release.,Rescue,2013-02-07 00:00:00.000,bwagoner,2013-12-15 12:07:34.830,D,2013-12-15 12:07:34.830
1456,Pit-R,2013-12-10 00:00:00.000,"00074D9F2D",Pit tagged in right shoulder area with # 00074D9F2D for future release.,Rescue,2013-02-07 00:00:00.000,bwagoner,2013-12-15 12:06:12.470,D,2013-12-15 12:06:12.470
1462,Pit-L,2012-11-28 00:00:00.000,"000671E3EF",,Rescue,2012-11-28 00:00:00.000,dszemer,2013-02-19 11:31:15.527,D,2013-02-19 11:31:15.527
1462,Pit-R,2012-11-28 00:00:00.000,"000671A144",,Rescue,2012-11-28 00:00:00.000,dszemer,2013-02-19 11:31:57.890,D,2013-02-19 11:31:57.890
1469,Pit-L,2013-06-26 00:00:00.000,"00074FBB1A",Pit tagged in left shoulder area with #00074FBB1A for future release.,Rescue,2013-03-08 00:00:00.000,bwagoner,2013-06-26 16:06:24.113,D,2013-06-26 16:06:24.113
1469,Pit-R,2013-06-26 00:00:00.000,"0006E36D23",Pit tagged in right shoulder area with #0006E36D23 for future release.,Rescue,2013-03-08 00:00:00.000,bwagoner,2013-06-26 16:04:26.930,D,2013-06-26 16:04:26.930
1472,Pit-L,2013-05-30 00:00:00.000,"0006DD15CC",,Rescue,2013-02-19 00:00:00.000,dszemer,2013-06-05 08:38:34.590,D,2013-06-05 08:38:34.590
1472,Pit-R,2013-02-19 00:00:00.000,"0006DD7EFB","Only one tag.  Animal was too active to insert the second.
On 05/30/2013, tag did not register.  Two more inserted.",Rescue,2013-02-19 00:00:00.000,vedmonds,2013-03-18 16:25:18.693,dszemer,2013-06-05 08:40:08.387
1472,Pit-R,2013-05-30 00:00:00.000,"0006DD46C5",,Rescue,2013-02-19 00:00:00.000,dszemer,2013-06-05 08:39:06.620,D,2013-06-05 08:39:06.620
1473,Pit-L,2013-02-20 00:00:00.000,"0006CA1734",,Rescue,2013-02-20 00:00:00.000,vedmonds,2013-03-18 18:52:45.833,D,2013-03-18 18:52:45.833
1473,Pit-R,2013-02-20 00:00:00.000,"0006DD5AB0",,Rescue,2013-02-20 00:00:00.000,vedmonds,2013-03-18 18:52:45.840,D,2013-03-18 18:52:45.840
1474,Pit-L,2013-02-21 00:00:00.000,"0006DD1163",,Rescue,2013-02-21 00:00:00.000,vedmonds,2013-03-18 18:59:53.767,D,2013-03-18 18:59:53.767
1474,Pit-R,2013-02-21 00:00:00.000,"0006DD703D",,Rescue,2013-02-21 00:00:00.000,vedmonds,2013-03-18 18:59:53.770,D,2013-03-18 18:59:53.770
1475,Pit-L,2013-05-30 00:00:00.000,"0006723A19",,Rescue,2013-02-28 00:00:00.000,dszemer,2013-06-05 08:41:22.323,D,2013-06-05 08:41:22.323
1475,Pit-R,2013-05-30 00:00:00.000,"0006DD7C4E",,Rescue,2013-02-28 00:00:00.000,dszemer,2013-06-05 08:41:52.143,D,2013-06-05 08:41:52.143
1476,Pit-L,2013-06-04 00:00:00.000,"0006DD0C43",,Rescue,2013-03-01 00:00:00.000,dszemer,2013-06-05 08:15:58.643,D,2013-06-05 08:15:58.643
1476,Pit-R,2013-06-04 00:00:00.000,"0006DD42F5",,Rescue,2013-03-01 00:00:00.000,dszemer,2013-06-05 08:16:35.733,D,2013-06-05 08:16:35.733
1477,Pit-L,2013-07-13 00:00:00.000,"073627872x",Avid Tag,Release,2013-07-16 00:00:00.000,jvalade,2014-02-27 11:38:52.840,D,2014-02-27 11:38:52.840
1478,Pit-L,2013-07-02 00:00:00.000,"0006DD0648",,"",,vedmonds,2013-07-02 14:29:12.473,D,2013-07-02 14:29:12.473
1478,Pit-R,2013-07-02 00:00:00.000,"0006DCF334",,"",,vedmonds,2013-07-02 14:29:49.020,D,2013-07-02 14:29:49.020
1479,Pit-L,2013-03-06 00:00:00.000,"0006DD0826",,Rescue,2013-03-06 00:00:00.000,vedmonds,2013-03-18 19:39:11.707,D,2013-03-18 19:39:11.707
1479,Pit-R,2013-03-06 00:00:00.000,"0006DD868C",,Rescue,2013-03-06 00:00:00.000,vedmonds,2013-03-18 19:39:11.710,D,2013-03-18 19:39:11.710
1480,Pit-L,2013-06-11 00:00:00.000,"0006DD78A5",,"",,vedmonds,2013-07-02 14:38:01.867,D,2013-07-02 14:38:01.867
1480,Pit-R,2013-06-11 00:00:00.000,"0006C9D15A",,"",,vedmonds,2013-07-02 14:38:43.220,D,2013-07-02 14:38:43.220
1481,Pit-L,2016-01-15 00:00:00.000,"00072AD491",,Release,2016-01-19 00:00:00.000,jlinvill,2016-01-20 11:45:51.463,D,2016-01-20 11:45:51.463
1481,Pit-R,2016-01-15 00:00:00.000,"00072AAAEC",,Release,2016-01-19 00:00:00.000,jlinvill,2016-01-20 11:46:28.543,D,2016-01-20 11:46:28.543
1481,Satellite,2016-01-19 00:00:00.000,GPS 1366,Red and white stripes on tag,Release,2016-01-19 00:00:00.000,jlinvill,2016-01-28 12:14:33.243,D,2016-01-28 12:14:33.243
1482,Pit-L,2013-06-04 00:00:00.000,"0006DD8467",,Rescue,2013-03-23 00:00:00.000,dszemer,2013-06-05 08:14:06.020,D,2013-06-05 08:14:06.020
1482,Pit-R,2013-06-04 00:00:00.000,"0006DD87A2",,Rescue,2013-03-23 00:00:00.000,dszemer,2013-06-05 08:14:43.680,D,2013-06-05 08:14:43.680
1484,Pit-L,2013-04-15 00:00:00.000,"0006DD7D5B",,Rescue,2013-04-15 00:00:00.000,dszemer,2013-04-16 09:54:45.193,D,2013-04-16 09:54:45.193
1484,Pit-R,2013-04-15 00:00:00.000,"0006DD808F",,Rescue,2013-04-15 00:00:00.000,dszemer,2013-04-16 09:54:45.213,D,2013-04-16 09:54:45.213
1485,Pit-L,2013-11-27 00:00:00.000,"00074D9D14",Pit tagged in left shoulder area with #00074D9D14 for future release.,Rescue,2013-04-09 00:00:00.000,bwagoner,2013-11-27 14:46:52.870,D,2013-11-27 14:46:52.870
1485,Pit-R,2013-11-27 00:00:00.000,"00074F319B",Pit tagged in right shoulder area with #00074F319B for future release.,Rescue,2013-04-09 00:00:00.000,bwagoner,2013-11-27 14:45:13.490,D,2013-11-27 14:45:13.490
